row_number,template_path,ground_truth_path,pass_user_intent,checkov_details,coverage_percentage,accuracy_percentage,resource_details,missing_resources,row_error
27,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_28_update_5_template_20260309_162942.yaml,../Data/groud_truth/template/sam_kinesis.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_75', 'check_name': 'Ensure no open CORS policy', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.SecretsManagerNotificationFunction'}], 'failed_checks': []}",20.0,16.666666666666664,"{'correct': ['AWS::IAM::Role'], 'missing': ['AWS::S3::Bucket', 'AWS::KinesisFirehose::DeliveryStream', 'AWS::IAM::Policy', 'AWS::Kinesis::Stream'], 'extra': ['AWS::Events::Rule', 'AWS::SNS::Subscription', 'AWS::Lambda::Permission', 'AWS::SNS::Topic', 'AWS::Lambda::Function']}","['AWS::S3::Bucket', 'AWS::KinesisFirehose::DeliveryStream', 'AWS::IAM::Policy', 'AWS::Kinesis::Stream']",
30,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_31_update_5_template_20260309_173403.yaml,../Data/groud_truth/template/efs-provisioned.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.RDSInstance'}, {'check_id': 'UIV_CUSTOM_ROW_30A', 'check_name': 'user intent for row 30A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::VPC.VPC'}, {'check_id': 'UIV_CUSTOM_ROW_30A', 'check_name': 'user intent for row 30A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Subnet.PublicSubnet1'}, {'check_id': 'UIV_CUSTOM_ROW_30A', 'check_name': 'user intent for row 30A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Subnet.PublicSubnet2'}], 'failed_checks': []}",52.0,48.148148148148145,"{'correct': ['AWS::EC2::InternetGateway', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::RouteTable', 'AWS::IAM::Role', 'AWS::IAM::InstanceProfile', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::VPC', 'AWS::EC2::SecurityGroup', 'AWS::EC2::SecurityGroup', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet'], 'missing': ['AWS::EC2::NetworkAclEntry', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EFS::MountTarget', 'AWS::EFS::MountTarget', 'AWS::CloudWatch::Alarm', 'AWS::CloudWatch::Alarm', 'AWS::EC2::Instance', 'AWS::EC2::Instance', 'AWS::EC2::NetworkAcl', 'AWS::EFS::FileSystem'], 'extra': ['AWS::CloudFormation::WaitCondition', 'AWS::ElasticLoadBalancingV2::LoadBalancer', 'AWS::RDS::DBInstance', 'AWS::RDS::DBSubnetGroup', 'AWS::ElasticLoadBalancingV2::TargetGroup', 'AWS::ElasticLoadBalancingV2::Listener', 'AWS::EC2::LaunchTemplate', 'AWS::S3::Bucket', 'AWS::IAM::Role', 'AWS::AutoScaling::AutoScalingGroup', 'AWS::S3::BucketPolicy', 'AWS::CodeDeploy::DeploymentGroup', 'AWS::CodeDeploy::Application', 'AWS::CloudFormation::WaitConditionHandle']}","['AWS::EC2::NetworkAclEntry', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EFS::MountTarget', 'AWS::EFS::MountTarget', 'AWS::CloudWatch::Alarm', 'AWS::CloudWatch::Alarm', 'AWS::EC2::Instance', 'AWS::EC2::Instance', 'AWS::EC2::NetworkAcl', 'AWS::EFS::FileSystem']",
31,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_33_update_1_template_20260309_182921.yaml,../Data/groud_truth/template/codedeploy.yaml,False,"{'passed_checks': [], 'failed_checks': []}",6.451612903225806,66.66666666666666,"{'correct': ['AWS::IAM::Role', 'AWS::IAM::Role'], 'missing': ['AWS::S3::Bucket', 'AWS::SSM::Parameter', 'AWS::AutoScaling::AutoScalingGroup', 'AWS::EC2::InternetGateway', 'AWS::IAM::InstanceProfile', 'AWS::ElasticLoadBalancingV2::LoadBalancer', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::RDS::DBInstance', 'AWS::EC2::NetworkAcl', 'AWS::ElasticLoadBalancingV2::TargetGroup', 'AWS::RDS::DBSubnetGroup', 'AWS::CodeDeploy::DeploymentGroup', 'AWS::CodeDeploy::Application', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::VPC', 'AWS::ElasticLoadBalancingV2::Listener', 'AWS::EC2::SecurityGroup', 'AWS::EC2::SecurityGroup', 'AWS::EC2::SecurityGroup', 'AWS::EC2::RouteTable', 'AWS::EC2::LaunchTemplate', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet'], 'extra': ['AWS::IAM::ManagedPolicy']}","['AWS::S3::Bucket', 'AWS::SSM::Parameter', 'AWS::AutoScaling::AutoScalingGroup', 'AWS::EC2::InternetGateway', 'AWS::IAM::InstanceProfile', 'AWS::ElasticLoadBalancingV2::LoadBalancer', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::RDS::DBInstance', 'AWS::EC2::NetworkAcl', 'AWS::ElasticLoadBalancingV2::TargetGroup', 'AWS::RDS::DBSubnetGroup', 'AWS::CodeDeploy::DeploymentGroup', 'AWS::CodeDeploy::Application', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::VPC', 'AWS::ElasticLoadBalancingV2::Listener', 'AWS::EC2::SecurityGroup', 'AWS::EC2::SecurityGroup', 'AWS::EC2::SecurityGroup', 'AWS::EC2::RouteTable', 'AWS::EC2::LaunchTemplate', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet']",
34,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_36_update_5_template_20260309_190542.yaml,../Data/groud_truth/template/RDS_PIOPS.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_34B', 'check_name': 'user intent for row 34B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBSubnetGroup.DBSubnetGroup'}, {'check_id': 'UIV_CUSTOM_ROW_34C', 'check_name': 'user intent for row 34C', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::SecurityGroup.DBSecurityGroup'}, {'check_id': 'UIV_CUSTOM_ROW_34A', 'check_name': 'user intent for row 34A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::VPC.VPC'}], 'failed_checks': [{'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.DBInstance', 'guideline': 'https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-networking-policies/bc-aws-2-69'}, {'check_id': 'UIV_CUSTOM_ROW_34D', 'check_name': 'user intent for row 34CD', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.DBInstance', 'guideline': None}]}",100.0,60.0,"{'correct': ['AWS::EC2::InternetGateway', 'AWS::EC2::VPCGatewayAttachment', 'AWS::SecretsManager::Secret', 'AWS::RDS::DBInstance', 'AWS::RDS::DBSubnetGroup', 'AWS::EC2::VPC', 'AWS::EC2::SecurityGroup', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet'], 'missing': [], 'extra': ['AWS::SecretsManager::SecretTargetAttachment', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::RDS::DBParameterGroup', 'AWS::EC2::RouteTable']}",[],
35,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_37_update_2_template_20260309_191025.yaml,../Data/groud_truth/template/RDS_Snapshot_On_Delete.yaml,False,"{'passed_checks': [], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::RDS::DBInstance', 'AWS::RDS::DBSubnetGroup', 'AWS::EC2::InternetGateway', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::SecurityGroup', 'AWS::EC2::RouteTable', 'AWS::SecretsManager::Secret', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation'], 'extra': ['AWS::S3::Bucket', 'AWS::S3::Bucket', 'AWS::S3::Bucket', 'AWS::S3::BucketPolicy']}","['AWS::RDS::DBInstance', 'AWS::RDS::DBSubnetGroup', 'AWS::EC2::InternetGateway', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::SecurityGroup', 'AWS::EC2::RouteTable', 'AWS::SecretsManager::Secret', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation']",
52,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_55_update_5_template_20260310_013517.yaml,../Data/groud_truth/template/Route53-ARC-routing-control.yaml,False,"{'passed_checks': [], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::Route53RecoveryControl::RoutingControl', 'AWS::Route53RecoveryControl::RoutingControl', 'AWS::Route53::HealthCheck', 'AWS::Route53::HealthCheck', 'AWS::Route53RecoveryControl::SafetyRule', 'AWS::Route53RecoveryControl::Cluster', 'AWS::Route53RecoveryControl::ControlPanel'], 'extra': ['AWS::EC2::InternetGateway', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::SecurityGroup', 'AWS::EC2::RouteTable', 'AWS::EC2::Subnet', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::Instance']}","['AWS::Route53RecoveryControl::RoutingControl', 'AWS::Route53RecoveryControl::RoutingControl', 'AWS::Route53::HealthCheck', 'AWS::Route53::HealthCheck', 'AWS::Route53RecoveryControl::SafetyRule', 'AWS::Route53RecoveryControl::Cluster', 'AWS::Route53RecoveryControl::ControlPanel']",
55,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_58_update_5_template_20260310_025049.yaml,../Data/groud_truth/template/client_security_group.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_55A', 'check_name': 'user intent for row 55A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::VPC.VPC'}], 'failed_checks': []}",100.0,9.090909090909092,"{'correct': ['AWS::EC2::VPC', 'AWS::EC2::SecurityGroup'], 'missing': [], 'extra': ['AWS::IAM::Role', 'AWS::EC2::InternetGateway', 'AWS::EFS::MountTarget', 'AWS::EFS::MountTarget', 'AWS::EC2::VPCGatewayAttachment', 'AWS::Backup::BackupVault', 'AWS::KMS::Key', 'AWS::EC2::Route', 'AWS::SNS::Topic', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::CloudWatch::Alarm', 'AWS::CloudWatch::Alarm', 'AWS::CloudWatch::Alarm', 'AWS::Backup::BackupPlan', 'AWS::Backup::BackupSelection', 'AWS::EC2::RouteTable', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EFS::FileSystem']}",[],
59,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_62_update_5_template_20260310_033051.yaml,../Data/groud_truth/template/kinesis-data-stream.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.DBInstance1'}, {'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.DBInstance2'}], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::CloudWatch::Alarm', 'AWS::CloudWatch::Alarm', 'AWS::Kinesis::Stream'], 'extra': ['AWS::RDS::DBInstance', 'AWS::RDS::DBInstance', 'AWS::RDS::DBCluster', 'AWS::RDS::DBSubnetGroup', 'AWS::RDS::DBClusterParameterGroup', 'AWS::EC2::InternetGateway', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::SecurityGroup', 'AWS::EC2::RouteTable', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::RDS::DBParameterGroup']}","['AWS::CloudWatch::Alarm', 'AWS::CloudWatch::Alarm', 'AWS::Kinesis::Stream']",
60,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_63_update_5_template_20260310_035339.yaml,../Data/groud_truth/template/kms-key.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.DBClusterInstance1'}, {'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.DBClusterInstance2'}], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::KMS::Key', 'AWS::KMS::Alias'], 'extra': ['AWS::RDS::DBInstance', 'AWS::RDS::DBInstance', 'AWS::Logs::LogGroup', 'AWS::IAM::Role', 'AWS::RDS::DBCluster', 'AWS::RDS::DBSubnetGroup', 'AWS::EC2::InternetGateway', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::SecurityGroup', 'AWS::EC2::RouteTable', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation']}","['AWS::KMS::Key', 'AWS::KMS::Alias']",
61,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_64_update_5_template_20260310_041755.yaml,../Data/groud_truth/template/route53-hosted-zone-private.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_34A', 'check_name': 'user intent for row 34A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::VPC.VPC'}], 'failed_checks': []}",50.0,5.263157894736842,"{'correct': ['AWS::EC2::VPC'], 'missing': ['AWS::Route53::HostedZone'], 'extra': ['AWS::IAM::Role', 'AWS::EC2::InternetGateway', 'AWS::IAM::InstanceProfile', 'AWS::SSM::Parameter::Value<String>', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::SecurityGroup', 'AWS::EC2::RouteTable', 'AWS::EC2::RouteTable', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::Instance']}",['AWS::Route53::HostedZone'],
62,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_65_update_5_template_20260310_042718.yaml,../Data/groud_truth/template/rds_2db_instance.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_75', 'check_name': 'Ensure no open CORS policy', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.HelloWorldFunction'}], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::RDS::DBInstance', 'AWS::RDS::DBInstance', 'AWS::RDS::DBCluster', 'AWS::RDS::DBSubnetGroup', 'AWS::RDS::DBClusterParameterGroup', 'AWS::EC2::InternetGateway', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::RDS::DBParameterGroup'], 'extra': ['AWS::IAM::Role', 'AWS::Lambda::Function']}","['AWS::RDS::DBInstance', 'AWS::RDS::DBInstance', 'AWS::RDS::DBCluster', 'AWS::RDS::DBSubnetGroup', 'AWS::RDS::DBClusterParameterGroup', 'AWS::EC2::InternetGateway', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::RDS::DBParameterGroup']",
64,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_67_update_5_template_20260310_043845.yaml,../Data/groud_truth/template/arch6-lab3.yaml,False,"{'passed_checks': [], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::IAM::Role', 'AWS::EC2::InternetGateway', 'AWS::IAM::InstanceProfile', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::SecurityGroup', 'AWS::EC2::RouteTable', 'AWS::EC2::RouteTable', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::Instance'], 'extra': ['AWS::S3::Bucket', 'AWS::S3::BucketPolicy']}","['AWS::IAM::Role', 'AWS::EC2::InternetGateway', 'AWS::IAM::InstanceProfile', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::SecurityGroup', 'AWS::EC2::RouteTable', 'AWS::EC2::RouteTable', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::Instance']",
69,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_73_update_1_template_20260310_052508.yaml,../Data/groud_truth/template/s3_dynamodb.yaml,False,"{'passed_checks': [], 'failed_checks': []}",40.0,11.76470588235294,"{'correct': ['AWS::EC2::VPC', 'AWS::EC2::SecurityGroup'], 'missing': ['AWS::S3::Bucket', 'AWS::DynamoDB::Table', 'AWS::S3::BucketPolicy'], 'extra': ['AWS::Logs::LogGroup', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::EC2::InternetGateway', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::ECS::Cluster', 'AWS::EC2::RouteTable', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet']}","['AWS::S3::Bucket', 'AWS::DynamoDB::Table', 'AWS::S3::BucketPolicy']",
73,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_77_update_5_template_20260310_061222.yaml,../Data/groud_truth/template/easy-ecs-cluster.yaml,False,"{'passed_checks': [], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::ECS::Cluster'], 'extra': ['AWS::ApplicationAutoScaling::ScalingPolicy', 'AWS::DynamoDB::Table', 'AWS::ApplicationAutoScaling::ScalableTarget']}",['AWS::ECS::Cluster'],
78,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_82_update_2_template_20260310_063043.yaml,../Data/groud_truth/template/ipam.yaml,False,"{'passed_checks': [], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::EC2::IPAM'], 'extra': ['AWS::S3::Bucket', 'AWS::S3::BucketPolicy']}",['AWS::EC2::IPAM'],
81,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_85_update_5_template_20260310_065347.yaml,../Data/groud_truth/template/patch-resource-group.yaml,False,"{'passed_checks': [], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::ResourceGroups::Group'], 'extra': ['AWS::S3::Bucket', 'AWS::S3::Bucket', 'AWS::S3::Bucket', 'AWS::IAM::Role', 'AWS::IAM::Policy', 'AWS::S3::BucketPolicy']}",['AWS::ResourceGroups::Group'],
82,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_86_update_1_template_20260310_065504.yaml,../Data/groud_truth/template/alb-notebook-access-logsbucket.yaml,False,"{'passed_checks': [], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::S3::Bucket', 'AWS::S3::BucketPolicy'], 'extra': ['AWS::GuardDuty::Detector']}","['AWS::S3::Bucket', 'AWS::S3::BucketPolicy']",
83,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_87_update_2_template_20260310_065601.yaml,../Data/groud_truth/template/tgw.yaml,False,"{'passed_checks': [], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::RAM::ResourceShare', 'AWS::EC2::TransitGateway'], 'extra': ['AWS::S3::Bucket', 'AWS::KMS::Alias', 'AWS::KMS::Key', 'AWS::S3::BucketPolicy']}","['AWS::RAM::ResourceShare', 'AWS::EC2::TransitGateway']",
87,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_92_update_5_template_20260310_071828.yaml,../Data/groud_truth/template/essentials.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_87A', 'check_name': 'user intent for row 87A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::S3::Bucket.S3Bucket', 'guideline': None}]}",50.0,14.285714285714285,"{'correct': ['AWS::S3::Bucket', 'AWS::S3::BucketPolicy'], 'missing': ['AWS::KMS::Alias', 'AWS::KMS::Key'], 'extra': ['AWS::IAM::Role', 'AWS::EC2::InternetGateway', 'AWS::IAM::InstanceProfile', 'AWS::EC2::VPCGatewayAttachment', 'AWS::SSM::Association', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::Instance', 'AWS::EC2::VPC', 'AWS::EC2::SecurityGroup', 'AWS::EC2::RouteTable', 'AWS::EC2::Subnet']}","['AWS::KMS::Alias', 'AWS::KMS::Key']",
89,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_94_update_2_template_20260310_072845.yaml,../Data/groud_truth/template/security-hub.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_89A', 'check_name': 'user intent for row 89A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::VPC.VPC', 'guideline': None}]}",0.0,0.0,"{'correct': [], 'missing': ['AWS::SecurityHub::Hub'], 'extra': ['AWS::S3::Bucket', 'AWS::IAM::Role', 'AWS::EC2::InternetGateway', 'AWS::S3::BucketPolicy', 'AWS::IAM::InstanceProfile', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::SecurityGroup', 'AWS::EC2::RouteTable', 'AWS::SSM::Document', 'AWS::EC2::Subnet', 'AWS::EC2::Route', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::Instance']}",['AWS::SecurityHub::Hub'],
93,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_99_update_5_template_20260310_075805.yaml,../Data/groud_truth/template/BashScriptAssociationTags.yaml,False,{},,,{},,"while parsing a flow sequence
  in ""llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_99_update_5_template_20260310_075805.yaml"", line 120, column 33
expected ',' or ']', but got '<tag>'
  in ""llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_99_update_5_template_20260310_075805.yaml"", line 120, column 45"
94,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_100_update_5_template_20260310_080618.yaml,../Data/groud_truth/template/BashScriptSSMAutomation.yaml,False,"{'passed_checks': [], 'failed_checks': []}",28.57142857142857,25.0,"{'correct': ['AWS::IAM::Role', 'AWS::IAM::Role'], 'missing': ['AWS::S3::Bucket', 'AWS::SSM::Document', 'AWS::EC2::Instance', 'AWS::IAM::InstanceProfile', 'AWS::SSM::Association'], 'extra': ['AWS::IAM::Group', 'AWS::IAM::Group', 'AWS::IAM::Group', 'AWS::IAM::Group', 'AWS::IAM::Role', 'AWS::IAM::Role']}","['AWS::S3::Bucket', 'AWS::SSM::Document', 'AWS::EC2::Instance', 'AWS::IAM::InstanceProfile', 'AWS::SSM::Association']",
