row_number,template_path,ground_truth_path,pass_user_intent,checkov_details,coverage_percentage,accuracy_percentage,resource_details,missing_resources,row_error
27,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_27_update_3_template_20260308_162922.yaml,../Data/groud_truth/template/sam_kinesis.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_27A', 'check_name': 'user intent for row 27A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Kinesis::Stream.KinesisStream', 'guideline': None}]}",80.0,100.0,"{'correct': ['AWS::KinesisFirehose::DeliveryStream', 'AWS::Kinesis::Stream', 'AWS::S3::Bucket', 'AWS::IAM::Role'], 'missing': ['AWS::IAM::Policy'], 'extra': []}",['AWS::IAM::Policy'],
30,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_30_update_5_template_20260308_171015.yaml,../Data/groud_truth/template/efs-provisioned.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_30A', 'check_name': 'user intent for row 30A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::VPC.VPC'}, {'check_id': 'UIV_CUSTOM_ROW_30A', 'check_name': 'user intent for row 30A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Subnet.Subnet1'}, {'check_id': 'UIV_CUSTOM_ROW_30A', 'check_name': 'user intent for row 30A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Subnet.Subnet2'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_30B', 'check_name': 'user intent for row 30B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EFS::FileSystem.FileSystem', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_30B', 'check_name': 'user intent for row 30B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EFS::MountTarget.MountTarget1', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_30B', 'check_name': 'user intent for row 30B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EFS::MountTarget.MountTarget2', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_30B', 'check_name': 'user intent for row 30B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::IAM::Role.IAMRole', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_30B', 'check_name': 'user intent for row 30B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::CloudWatch::Alarm.CloudWatchAlarmIO', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_30B', 'check_name': 'user intent for row 30B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::CloudWatch::Alarm.CloudWatchAlarmThroughput', 'guideline': None}]}",96.0,92.3076923076923,"{'correct': ['AWS::EC2::InternetGateway', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::VPC', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::IAM::InstanceProfile', 'AWS::CloudWatch::Alarm', 'AWS::CloudWatch::Alarm', 'AWS::EC2::RouteTable', 'AWS::EC2::Route', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::NetworkAcl', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EFS::FileSystem', 'AWS::EC2::Instance', 'AWS::EC2::Instance', 'AWS::EFS::MountTarget', 'AWS::EFS::MountTarget', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::SecurityGroup', 'AWS::IAM::Role'], 'missing': ['AWS::EC2::SecurityGroup'], 'extra': ['AWS::SNS::Topic', 'AWS::SSM::Parameter::Value<AWS::EC2::Image::Id>']}",['AWS::EC2::SecurityGroup'],
31,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_31_update_5_template_20260308_173823.yaml,../Data/groud_truth/template/codedeploy.yaml,True,"{'passed_checks': [{'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.RDSInstance'}, {'check_id': 'UIV_CUSTOM_ROW_31C', 'check_name': 'user intent for row 31C', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::AutoScaling::AutoScalingGroup.AutoScalingGroup'}, {'check_id': 'UIV_CUSTOM_ROW_31B', 'check_name': 'user intent for row 31B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::ElasticLoadBalancingV2::LoadBalancer.LoadBalancer'}, {'check_id': 'UIV_CUSTOM_ROW_31D', 'check_name': 'user intent for row 31D', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.RDSInstance'}, {'check_id': 'UIV_CUSTOM_ROW_31A', 'check_name': 'user intent for row 31A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::VPC.VPC'}], 'failed_checks': []}",83.87096774193549,78.78787878787878,"{'correct': ['AWS::AutoScaling::AutoScalingGroup', 'AWS::S3::Bucket', 'AWS::ElasticLoadBalancingV2::LoadBalancer', 'AWS::IAM::InstanceProfile', 'AWS::EC2::LaunchTemplate', 'AWS::EC2::RouteTable', 'AWS::RDS::DBSubnetGroup', 'AWS::EC2::SecurityGroup', 'AWS::EC2::SecurityGroup', 'AWS::EC2::SecurityGroup', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::EC2::InternetGateway', 'AWS::ElasticLoadBalancingV2::TargetGroup', 'AWS::RDS::DBInstance', 'AWS::EC2::VPC', 'AWS::SSM::Parameter', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::CodeDeploy::Application', 'AWS::CodeDeploy::DeploymentGroup', 'AWS::ElasticLoadBalancingV2::Listener', 'AWS::EC2::Route', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::VPCGatewayAttachment'], 'missing': ['AWS::EC2::NetworkAcl', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::SubnetNetworkAclAssociation'], 'extra': ['AWS::CloudFormation::WaitCondition', 'AWS::SSM::Parameter', 'AWS::SSM::Parameter', 'AWS::SSM::Parameter', 'AWS::CloudFormation::WaitConditionHandle', 'AWS::ElasticLoadBalancingV2::Listener', 'AWS::S3::BucketPolicy']}","['AWS::EC2::NetworkAcl', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::SubnetNetworkAclAssociation']",
34,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_34_update_5_template_20260308_180334.yaml,../Data/groud_truth/template/RDS_PIOPS.yaml,True,"{'passed_checks': [{'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.MySQLRDSInstance'}, {'check_id': 'UIV_CUSTOM_ROW_34D', 'check_name': 'user intent for row 34CD', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.MySQLRDSInstance'}, {'check_id': 'UIV_CUSTOM_ROW_34B', 'check_name': 'user intent for row 34B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBSubnetGroup.DBSubnetGroup'}, {'check_id': 'UIV_CUSTOM_ROW_34C', 'check_name': 'user intent for row 34C', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::SecurityGroup.DBSecurityGroup'}, {'check_id': 'UIV_CUSTOM_ROW_34A', 'check_name': 'user intent for row 34A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::VPC.VPC'}], 'failed_checks': []}",66.66666666666666,100.0,"{'correct': ['AWS::RDS::DBSubnetGroup', 'AWS::EC2::SecurityGroup', 'AWS::RDS::DBInstance', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::VPC'], 'missing': ['AWS::EC2::InternetGateway', 'AWS::SecretsManager::Secret', 'AWS::EC2::VPCGatewayAttachment'], 'extra': []}","['AWS::EC2::InternetGateway', 'AWS::SecretsManager::Secret', 'AWS::EC2::VPCGatewayAttachment']",
35,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_35_update_5_template_20260308_181523.yaml,../Data/groud_truth/template/RDS_Snapshot_On_Delete.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.MySQLRDSInstance'}, {'check_id': 'UIV_CUSTOM_ROW_35B', 'check_name': 'user intent for row 35B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBSubnetGroup.RDSSubnetGroup'}, {'check_id': 'UIV_CUSTOM_ROW_35A', 'check_name': 'user intent for row 35A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Subnet.PublicSubnet1'}, {'check_id': 'UIV_CUSTOM_ROW_35A', 'check_name': 'user intent for row 35A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Subnet.PublicSubnet2'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_35C', 'check_name': 'user intent for row 35C', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.MySQLRDSInstance', 'guideline': None}]}",92.3076923076923,100.0,"{'correct': ['AWS::EC2::InternetGateway', 'AWS::RDS::DBInstance', 'AWS::EC2::VPC', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::RouteTable', 'AWS::RDS::DBSubnetGroup', 'AWS::EC2::Route', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::SecurityGroup'], 'missing': ['AWS::SecretsManager::Secret'], 'extra': []}",['AWS::SecretsManager::Secret'],
52,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_52_update_5_template_20260308_205936.yaml,../Data/groud_truth/template/Route53-ARC-routing-control.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_52A', 'check_name': 'user intent for row 52A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Route53RecoveryControl::RoutingControl.RoutingControlRegion1'}, {'check_id': 'UIV_CUSTOM_ROW_52A', 'check_name': 'user intent for row 52A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Route53RecoveryControl::RoutingControl.RoutingControlRegion2'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_52B', 'check_name': 'user intent for row 52B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Route53RecoveryControl::SafetyRule.SafetyRule', 'guideline': None}]}",57.14285714285714,57.14285714285714,"{'correct': ['AWS::Route53RecoveryControl::ControlPanel', 'AWS::Route53RecoveryControl::RoutingControl', 'AWS::Route53RecoveryControl::RoutingControl', 'AWS::Route53RecoveryControl::SafetyRule'], 'missing': ['AWS::Route53RecoveryControl::Cluster', 'AWS::Route53::HealthCheck', 'AWS::Route53::HealthCheck'], 'extra': ['AWS::Route53RecoveryCluster::Cluster', 'AWS::Route53RecoveryHealthCheck::HealthCheck', 'AWS::Route53RecoveryHealthCheck::HealthCheck']}","['AWS::Route53RecoveryControl::Cluster', 'AWS::Route53::HealthCheck', 'AWS::Route53::HealthCheck']",
55,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_55_update_1_template_20260308_210959.yaml,../Data/groud_truth/template/client_security_group.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_55A', 'check_name': 'user intent for row 55A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::VPC.MyVPC'}], 'failed_checks': []}",100.0,100.0,"{'correct': ['AWS::EC2::SecurityGroup', 'AWS::EC2::VPC'], 'missing': [], 'extra': []}",[],
59,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_59_update_1_template_20260308_213623.yaml,../Data/groud_truth/template/kinesis-data-stream.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_59A', 'check_name': 'user intent for row 59A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Kinesis::Stream.KinesisStream'}, {'check_id': 'UIV_CUSTOM_ROW_59B', 'check_name': 'user intent for row 58B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::CloudWatch::Alarm.ReadThroughputAlarm'}, {'check_id': 'UIV_CUSTOM_ROW_59B', 'check_name': 'user intent for row 58B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::CloudWatch::Alarm.WriteThroughputAlarm'}], 'failed_checks': []}",100.0,100.0,"{'correct': ['AWS::Kinesis::Stream', 'AWS::CloudWatch::Alarm', 'AWS::CloudWatch::Alarm'], 'missing': [], 'extra': []}",[],
60,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_60_update_1_template_20260308_213743.yaml,../Data/groud_truth/template/kms-key.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_60A', 'check_name': 'user intent for row 60A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::KMS::Alias.KMSKeyAlias'}], 'failed_checks': []}",100.0,100.0,"{'correct': ['AWS::KMS::Key', 'AWS::KMS::Alias'], 'missing': [], 'extra': []}",[],
61,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_61_update_5_template_20260308_214056.yaml,../Data/groud_truth/template/route53-hosted-zone-private.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_61A', 'check_name': 'user intent for row 61A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Route53::HostedZone.PrivateHostedZone'}], 'failed_checks': []}",50.0,100.0,"{'correct': ['AWS::Route53::HostedZone'], 'missing': ['AWS::EC2::VPC'], 'extra': []}",['AWS::EC2::VPC'],
62,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_62_update_5_template_20260308_214656.yaml,../Data/groud_truth/template/rds_2db_instance.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.AuroraDBInstance1'}, {'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.AuroraDBInstance2'}, {'check_id': 'UIV_CUSTOM_ROW_62B', 'check_name': 'user intent for row 62B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.AuroraDBInstance1'}, {'check_id': 'UIV_CUSTOM_ROW_62B', 'check_name': 'user intent for row 62B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.AuroraDBInstance2'}, {'check_id': 'UIV_CUSTOM_ROW_62B', 'check_name': 'user intent for row 62B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBParameterGroup.AuroraDBParameterGroup'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_62A', 'check_name': 'user intent for row 62A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBSubnetGroup.AuroraDBSubnetGroup', 'guideline': None}]}",45.45454545454545,100.0,"{'correct': ['AWS::RDS::DBSubnetGroup', 'AWS::RDS::DBInstance', 'AWS::RDS::DBInstance', 'AWS::RDS::DBParameterGroup', 'AWS::RDS::DBCluster'], 'missing': ['AWS::EC2::InternetGateway', 'AWS::RDS::DBClusterParameterGroup', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC'], 'extra': []}","['AWS::EC2::InternetGateway', 'AWS::RDS::DBClusterParameterGroup', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC']",
64,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_64_update_5_template_20260308_220741.yaml,../Data/groud_truth/template/arch6-lab3.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_64A', 'check_name': 'user intent for row 64A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Instance.WebServerInstance'}], 'failed_checks': []}",64.28571428571429,100.0,"{'correct': ['AWS::EC2::InternetGateway', 'AWS::EC2::VPC', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::RouteTable', 'AWS::EC2::Route', 'AWS::EC2::Subnet', 'AWS::EC2::Instance', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::SecurityGroup'], 'missing': ['AWS::EC2::SubnetRouteTableAssociation', 'AWS::IAM::InstanceProfile', 'AWS::EC2::RouteTable', 'AWS::EC2::Subnet', 'AWS::IAM::Role'], 'extra': []}","['AWS::EC2::SubnetRouteTableAssociation', 'AWS::IAM::InstanceProfile', 'AWS::EC2::RouteTable', 'AWS::EC2::Subnet', 'AWS::IAM::Role']",
69,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_69_update_1_template_20260308_223801.yaml,../Data/groud_truth/template/s3_dynamodb.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_69A', 'check_name': 'user intent for row 69A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::DynamoDB::Table.DynamoDBTable', 'guideline': None}]}",80.0,100.0,"{'correct': ['AWS::EC2::VPC', 'AWS::DynamoDB::Table', 'AWS::S3::Bucket', 'AWS::EC2::SecurityGroup'], 'missing': ['AWS::S3::BucketPolicy'], 'extra': []}",['AWS::S3::BucketPolicy'],
73,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_73_update_2_template_20260308_231813.yaml,../Data/groud_truth/template/easy-ecs-cluster.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_73A', 'check_name': 'user intent for row 73A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::ECS::Cluster.ECSCluster', 'guideline': None}]}",100.0,100.0,"{'correct': ['AWS::ECS::Cluster'], 'missing': [], 'extra': []}",[],
78,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_78_update_1_template_20260308_235809.yaml,../Data/groud_truth/template/ipam.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_78A', 'check_name': 'user intent for row 78A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::IPAM.IPAM'}], 'failed_checks': []}",100.0,100.0,"{'correct': ['AWS::EC2::IPAM'], 'missing': [], 'extra': []}",[],
81,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_81_update_5_template_20260309_001131.yaml,../Data/groud_truth/template/patch-resource-group.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_81A', 'check_name': 'user intent for row 81A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::ResourceGroups::Group.ResourceGroup'}], 'failed_checks': []}",100.0,100.0,"{'correct': ['AWS::ResourceGroups::Group'], 'missing': [], 'extra': []}",[],
82,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_82_update_5_template_20260309_013649.yaml,../Data/groud_truth/template/alb-notebook-access-logsbucket.yaml,False,{},,,{},,"while scanning a quoted scalar
  in ""llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_82_update_5_template_20260309_013649.yaml"", line 40, column 24
found unexpected end of stream
  in ""llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_82_update_5_template_20260309_013649.yaml"", line 40, column 15351"
83,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_83_update_3_template_20260309_015404.yaml,../Data/groud_truth/template/tgw.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_82A', 'check_name': 'user intent for row 82A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::TransitGateway.TransitGateway', 'guideline': None}]}",100.0,100.0,"{'correct': ['AWS::EC2::TransitGateway', 'AWS::RAM::ResourceShare'], 'missing': [], 'extra': []}",[],
87,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_87_update_4_template_20260309_022236.yaml,../Data/groud_truth/template/essentials.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_87A', 'check_name': 'user intent for row 87A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::S3::Bucket.LambdaArtifactsBucket'}, {'check_id': 'UIV_CUSTOM_ROW_87B', 'check_name': 'user intent for row 87B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::KMS::Key.LambdaArtifactsKMSKey'}], 'failed_checks': []}",100.0,100.0,"{'correct': ['AWS::KMS::Key', 'AWS::S3::BucketPolicy', 'AWS::KMS::Alias', 'AWS::S3::Bucket'], 'missing': [], 'extra': []}",[],
89,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_89_update_4_template_20260309_023001.yaml,../Data/groud_truth/template/security-hub.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_89A', 'check_name': 'user intent for row 89A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::SecurityHub::Hub.SecurityHub', 'guideline': None}]}",100.0,100.0,"{'correct': ['AWS::SecurityHub::Hub'], 'missing': [], 'extra': []}",[],
