row_number,template_path,ground_truth_path,pass_user_intent,checkov_details,coverage_percentage,accuracy_percentage,resource_details,missing_resources,row_error
27,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_27_update_3_template_20260310_194706.yaml,../Data/groud_truth/template/sam_kinesis.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_27A', 'check_name': 'user intent for row 27A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Kinesis::Stream.KinesisStream'}], 'failed_checks': []}",80.0,100.0,"{'correct': ['AWS::KinesisFirehose::DeliveryStream', 'AWS::Kinesis::Stream', 'AWS::IAM::Role', 'AWS::S3::Bucket'], 'missing': ['AWS::IAM::Policy'], 'extra': []}",['AWS::IAM::Policy'],
30,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_30_update_5_template_20260310_200444.yaml,../Data/groud_truth/template/efs-provisioned.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_30A', 'check_name': 'user intent for row 30A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::VPC.VPC'}, {'check_id': 'UIV_CUSTOM_ROW_30A', 'check_name': 'user intent for row 30A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Subnet.PublicSubnet1'}, {'check_id': 'UIV_CUSTOM_ROW_30A', 'check_name': 'user intent for row 30A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Subnet.PublicSubnet2'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_30B', 'check_name': 'user intent for row 30B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EFS::FileSystem.EFSFileSystem', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_30B', 'check_name': 'user intent for row 30B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EFS::MountTarget.MountTarget1', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_30B', 'check_name': 'user intent for row 30B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EFS::MountTarget.MountTarget2', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_30B', 'check_name': 'user intent for row 30B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::IAM::Role.EC2Role', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_30B', 'check_name': 'user intent for row 30B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::CloudWatch::Alarm.CloudWatchAlarmIO', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_30B', 'check_name': 'user intent for row 30B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::CloudWatch::Alarm.CloudWatchAlarmThroughput', 'guideline': None}]}",92.0,92.0,"{'correct': ['AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::SecurityGroup', 'AWS::EC2::SecurityGroup', 'AWS::IAM::InstanceProfile', 'AWS::CloudWatch::Alarm', 'AWS::CloudWatch::Alarm', 'AWS::IAM::Role', 'AWS::EC2::Route', 'AWS::EFS::MountTarget', 'AWS::EFS::MountTarget', 'AWS::EC2::InternetGateway', 'AWS::EC2::RouteTable', 'AWS::EC2::NetworkAcl', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EFS::FileSystem', 'AWS::EC2::VPC', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::Instance', 'AWS::EC2::Instance'], 'missing': ['AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::SubnetNetworkAclAssociation'], 'extra': ['AWS::SNS::Topic', 'AWS::SSM::Parameter']}","['AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::SubnetNetworkAclAssociation']",
31,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_31_update_5_template_20260310_201458.yaml,../Data/groud_truth/template/codedeploy.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.RDSInstance'}, {'check_id': 'UIV_CUSTOM_ROW_31C', 'check_name': 'user intent for row 31C', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::AutoScaling::AutoScalingGroup.AutoScalingGroup'}, {'check_id': 'UIV_CUSTOM_ROW_31B', 'check_name': 'user intent for row 31B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::ElasticLoadBalancingV2::LoadBalancer.ALB'}, {'check_id': 'UIV_CUSTOM_ROW_31A', 'check_name': 'user intent for row 31A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::VPC.VPC'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_31D', 'check_name': 'user intent for row 31D', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.RDSInstance', 'guideline': None}]}",83.87096774193549,92.85714285714286,"{'correct': ['AWS::EC2::SecurityGroup', 'AWS::EC2::SecurityGroup', 'AWS::EC2::SecurityGroup', 'AWS::IAM::InstanceProfile', 'AWS::RDS::DBInstance', 'AWS::ElasticLoadBalancingV2::Listener', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::AutoScaling::AutoScalingGroup', 'AWS::EC2::LaunchTemplate', 'AWS::CodeDeploy::DeploymentGroup', 'AWS::ElasticLoadBalancingV2::LoadBalancer', 'AWS::EC2::VPCGatewayAttachment', 'AWS::ElasticLoadBalancingV2::TargetGroup', 'AWS::EC2::VPC', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::CodeDeploy::Application', 'AWS::SSM::Parameter', 'AWS::S3::Bucket', 'AWS::RDS::DBSubnetGroup', 'AWS::EC2::Route', 'AWS::EC2::InternetGateway', 'AWS::EC2::RouteTable', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation'], 'missing': ['AWS::EC2::NetworkAcl', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::SubnetNetworkAclAssociation'], 'extra': ['AWS::SecretsManager::Secret', 'AWS::S3::BucketPolicy']}","['AWS::EC2::NetworkAcl', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::NetworkAclEntry', 'AWS::EC2::SubnetNetworkAclAssociation', 'AWS::EC2::SubnetNetworkAclAssociation']",
34,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_34_update_5_template_20260310_202227.yaml,../Data/groud_truth/template/RDS_PIOPS.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.MySQLRDSInstance'}, {'check_id': 'UIV_CUSTOM_ROW_34B', 'check_name': 'user intent for row 34B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBSubnetGroup.DBSubnetGroup'}, {'check_id': 'UIV_CUSTOM_ROW_34C', 'check_name': 'user intent for row 34C', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::SecurityGroup.RDSSecurityGroup'}, {'check_id': 'UIV_CUSTOM_ROW_34A', 'check_name': 'user intent for row 34A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::VPC.VPC'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_34D', 'check_name': 'user intent for row 34CD', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.MySQLRDSInstance', 'guideline': None}]}",66.66666666666666,100.0,"{'correct': ['AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::SecurityGroup', 'AWS::RDS::DBInstance', 'AWS::RDS::DBSubnetGroup', 'AWS::EC2::VPC'], 'missing': ['AWS::EC2::InternetGateway', 'AWS::EC2::VPCGatewayAttachment', 'AWS::SecretsManager::Secret'], 'extra': []}","['AWS::EC2::InternetGateway', 'AWS::EC2::VPCGatewayAttachment', 'AWS::SecretsManager::Secret']",
35,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_35_update_5_template_20260310_202600.yaml,../Data/groud_truth/template/RDS_Snapshot_On_Delete.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.RDSInstance'}, {'check_id': 'UIV_CUSTOM_ROW_35B', 'check_name': 'user intent for row 35B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBSubnetGroup.DBSubnetGroup'}, {'check_id': 'UIV_CUSTOM_ROW_35A', 'check_name': 'user intent for row 35A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Subnet.SubnetA'}, {'check_id': 'UIV_CUSTOM_ROW_35A', 'check_name': 'user intent for row 35A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Subnet.SubnetB'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_35C', 'check_name': 'user intent for row 35C', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.RDSInstance', 'guideline': None}]}",92.3076923076923,100.0,"{'correct': ['AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::SecurityGroup', 'AWS::RDS::DBInstance', 'AWS::RDS::DBSubnetGroup', 'AWS::EC2::Route', 'AWS::EC2::InternetGateway', 'AWS::EC2::RouteTable', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation'], 'missing': ['AWS::SecretsManager::Secret'], 'extra': []}",['AWS::SecretsManager::Secret'],
52,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_52_update_5_template_20260310_210815.yaml,../Data/groud_truth/template/Route53-ARC-routing-control.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_52A', 'check_name': 'user intent for row 52A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Route53RecoveryControl::RoutingControl.RoutingControlRegion1'}, {'check_id': 'UIV_CUSTOM_ROW_52A', 'check_name': 'user intent for row 52A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Route53RecoveryControl::RoutingControl.RoutingControlRegion2'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_52B', 'check_name': 'user intent for row 52B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Route53RecoveryControl::SafetyRule.SafetyRule', 'guideline': None}]}",57.14285714285714,57.14285714285714,"{'correct': ['AWS::Route53RecoveryControl::SafetyRule', 'AWS::Route53RecoveryControl::RoutingControl', 'AWS::Route53RecoveryControl::RoutingControl', 'AWS::Route53RecoveryControl::ControlPanel'], 'missing': ['AWS::Route53RecoveryControl::Cluster', 'AWS::Route53::HealthCheck', 'AWS::Route53::HealthCheck'], 'extra': ['AWS::Route53RecoveryCluster::Cluster', 'AWS::Route53RecoveryControl::HealthCheck', 'AWS::Route53RecoveryControl::HealthCheck']}","['AWS::Route53RecoveryControl::Cluster', 'AWS::Route53::HealthCheck', 'AWS::Route53::HealthCheck']",
55,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_55_update_1_template_20260310_211231.yaml,../Data/groud_truth/template/client_security_group.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_55A', 'check_name': 'user intent for row 55A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::VPC.MyVPC'}], 'failed_checks': []}",100.0,100.0,"{'correct': ['AWS::EC2::VPC', 'AWS::EC2::SecurityGroup'], 'missing': [], 'extra': []}",[],
59,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_59_update_2_template_20260310_212149.yaml,../Data/groud_truth/template/kinesis-data-stream.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_59A', 'check_name': 'user intent for row 59A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Kinesis::Stream.KinesisDataStream'}, {'check_id': 'UIV_CUSTOM_ROW_59B', 'check_name': 'user intent for row 58B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::CloudWatch::Alarm.ReadThroughputAlarm'}, {'check_id': 'UIV_CUSTOM_ROW_59B', 'check_name': 'user intent for row 58B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::CloudWatch::Alarm.WriteThroughputAlarm'}], 'failed_checks': []}",100.0,75.0,"{'correct': ['AWS::CloudWatch::Alarm', 'AWS::CloudWatch::Alarm', 'AWS::Kinesis::Stream'], 'missing': [], 'extra': ['AWS::SNS::Topic']}",[],
60,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_60_update_1_template_20260310_212215.yaml,../Data/groud_truth/template/kms-key.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_60A', 'check_name': 'user intent for row 60A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::KMS::Alias.CentralizedEncryptionKeyAlias'}], 'failed_checks': []}",100.0,100.0,"{'correct': ['AWS::KMS::Key', 'AWS::KMS::Alias'], 'missing': [], 'extra': []}",[],
61,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_61_update_5_template_20260310_212318.yaml,../Data/groud_truth/template/route53-hosted-zone-private.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_61A', 'check_name': 'user intent for row 61A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Route53::HostedZone.PrivateHostedZone'}], 'failed_checks': []}",50.0,100.0,"{'correct': ['AWS::Route53::HostedZone'], 'missing': ['AWS::EC2::VPC'], 'extra': []}",['AWS::EC2::VPC'],
62,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_62_update_5_template_20260310_212547.yaml,../Data/groud_truth/template/rds_2db_instance.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.AuroraDBInstance1'}, {'check_id': 'CKV2_AWS_69', 'check_name': 'Ensure AWS RDS database instance configured with encryption in transit', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.AuroraDBInstance2'}, {'check_id': 'UIV_CUSTOM_ROW_62B', 'check_name': 'user intent for row 62B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.AuroraDBInstance1'}, {'check_id': 'UIV_CUSTOM_ROW_62B', 'check_name': 'user intent for row 62B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBInstance.AuroraDBInstance2'}, {'check_id': 'UIV_CUSTOM_ROW_62B', 'check_name': 'user intent for row 62B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::RDS::DBParameterGroup.AuroraDBParameterGroup'}], 'failed_checks': []}",36.36363636363637,100.0,"{'correct': ['AWS::RDS::DBInstance', 'AWS::RDS::DBInstance', 'AWS::RDS::DBCluster', 'AWS::RDS::DBParameterGroup'], 'missing': ['AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::InternetGateway', 'AWS::RDS::DBClusterParameterGroup', 'AWS::EC2::VPCGatewayAttachment', 'AWS::RDS::DBSubnetGroup', 'AWS::EC2::VPC'], 'extra': []}","['AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::InternetGateway', 'AWS::RDS::DBClusterParameterGroup', 'AWS::EC2::VPCGatewayAttachment', 'AWS::RDS::DBSubnetGroup', 'AWS::EC2::VPC']",
64,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_64_update_5_template_20260310_213422.yaml,../Data/groud_truth/template/arch6-lab3.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_64A', 'check_name': 'user intent for row 64A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Instance.WebServerInstance', 'guideline': None}]}",78.57142857142857,100.0,"{'correct': ['AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::SecurityGroup', 'AWS::EC2::Route', 'AWS::EC2::InternetGateway', 'AWS::EC2::RouteTable', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::Instance'], 'missing': ['AWS::IAM::InstanceProfile', 'AWS::IAM::Role', 'AWS::EC2::RouteTable'], 'extra': []}","['AWS::IAM::InstanceProfile', 'AWS::IAM::Role', 'AWS::EC2::RouteTable']",
69,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_69_update_1_template_20260310_213951.yaml,../Data/groud_truth/template/s3_dynamodb.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_69A', 'check_name': 'user intent for row 69A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::DynamoDB::Table.DynamoDBTable', 'guideline': None}]}",80.0,100.0,"{'correct': ['AWS::DynamoDB::Table', 'AWS::EC2::SecurityGroup', 'AWS::S3::Bucket', 'AWS::EC2::VPC'], 'missing': ['AWS::S3::BucketPolicy'], 'extra': []}",['AWS::S3::BucketPolicy'],
73,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_73_update_2_template_20260310_214853.yaml,../Data/groud_truth/template/easy-ecs-cluster.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_73A', 'check_name': 'user intent for row 73A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::ECS::Cluster.ECSCluster', 'guideline': None}]}",100.0,33.33333333333333,"{'correct': ['AWS::ECS::Cluster'], 'missing': [], 'extra': ['AWS::ECS::CapacityProvider', 'AWS::ECS::CapacityProvider']}",[],
78,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_78_update_2_template_20260310_220929.yaml,../Data/groud_truth/template/ipam.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_78A', 'check_name': 'user intent for row 78A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::IPAM.IPAM'}], 'failed_checks': []}",100.0,100.0,"{'correct': ['AWS::EC2::IPAM'], 'missing': [], 'extra': []}",[],
81,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_81_update_5_template_20260310_221244.yaml,../Data/groud_truth/template/patch-resource-group.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_81A', 'check_name': 'user intent for row 81A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::ResourceGroups::Group.ResourceGroup'}], 'failed_checks': []}",100.0,100.0,"{'correct': ['AWS::ResourceGroups::Group'], 'missing': [], 'extra': []}",[],
82,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_82_update_3_template_20260310_221351.yaml,../Data/groud_truth/template/alb-notebook-access-logsbucket.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_82A', 'check_name': 'user intent for row 82A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::S3::Bucket.ALBAccessLogsBucket', 'guideline': None}]}",100.0,100.0,"{'correct': ['AWS::S3::BucketPolicy', 'AWS::S3::Bucket'], 'missing': [], 'extra': []}",[],
83,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_83_update_3_template_20260310_221506.yaml,../Data/groud_truth/template/tgw.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_82A', 'check_name': 'user intent for row 82A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::TransitGateway.TransitGateway', 'guideline': None}]}",100.0,100.0,"{'correct': ['AWS::RAM::ResourceShare', 'AWS::EC2::TransitGateway'], 'missing': [], 'extra': []}",[],
87,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_87_update_3_template_20260310_222119.yaml,../Data/groud_truth/template/essentials.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_87A', 'check_name': 'user intent for row 87A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::S3::Bucket.LambdaArtifactsBucket'}, {'check_id': 'UIV_CUSTOM_ROW_87B', 'check_name': 'user intent for row 87B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::KMS::Key.LambdaArtifactsKMSKey'}], 'failed_checks': []}",100.0,100.0,"{'correct': ['AWS::KMS::Key', 'AWS::S3::Bucket', 'AWS::S3::BucketPolicy', 'AWS::KMS::Alias'], 'missing': [], 'extra': []}",[],
89,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_89_update_3_template_20260310_222311.yaml,../Data/groud_truth/template/security-hub.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_89A', 'check_name': 'user intent for row 89A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::SecurityHub::Hub.SecurityHub', 'guideline': None}]}",100.0,100.0,"{'correct': ['AWS::SecurityHub::Hub'], 'missing': [], 'extra': []}",[],
93,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_93_update_5_template_20260310_223409.yaml,../Data/groud_truth/template/BashScriptAssociationTags.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_93B', 'check_name': 'user intent for row 93B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::SSM::Association.NginxSSMAssociation', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_93A', 'check_name': 'user intent for row 93A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Instance.EC2Instance', 'guideline': None}]}",100.0,55.55555555555556,"{'correct': ['AWS::IAM::InstanceProfile', 'AWS::SSM::Association', 'AWS::IAM::Role', 'AWS::S3::Bucket', 'AWS::EC2::Instance'], 'missing': [], 'extra': ['AWS::SNS::Topic', 'AWS::IAM::Policy', 'AWS::CloudWatch::Alarm', 'AWS::Logs::LogGroup']}",[],
