check_id,check_name,source_file_url,source_code
CKV_AWS_115,Ensure that AWS Lambda function is configured for function-level concurrent execution limit,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/LambdaFunctionLevelConcurrentExecutionLimit.py,"from typing import Any

from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck
from checkov.common.models.consts import ANY_VALUE
from checkov.common.models.enums import CheckCategories


class LambdaFunctionLevelConcurrentExecutionLimit(BaseResourceValueCheck):
    def __init__(self) -> None:
        name = ""Ensure that AWS Lambda function is configured for function-level concurrent execution limit""
        id = ""CKV_AWS_115""
        supported_resources = (""AWS::Lambda::Function"", ""AWS::Serverless::Function"")
        categories = (CheckCategories.GENERAL_SECURITY,)
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def get_inspected_key(self) -> str:
        return ""Properties/ReservedConcurrentExecutions""

    def get_expected_value(self) -> Any:
        return ANY_VALUE


check = LambdaFunctionLevelConcurrentExecutionLimit()
"
CKV_AWS_116,Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ),https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/LambdaDLQConfigured.py,"from typing import Any

from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck
from checkov.common.models.consts import ANY_VALUE
from checkov.common.models.enums import CheckCategories


class LambdaDLQConfigured(BaseResourceValueCheck):
    def __init__(self) -> None:
        name = ""Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)""
        id = ""CKV_AWS_116""
        supported_resources = (""AWS::Lambda::Function"", ""AWS::Serverless::Function"")
        categories = (CheckCategories.GENERAL_SECURITY,)
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def get_inspected_key(self) -> str:
        if self.entity_type == ""AWS::Lambda::Function"":
            return ""Properties/DeadLetterConfig/TargetArn""
        elif self.entity_type == ""AWS::Serverless::Function"":
            return ""Properties/DeadLetterQueue/TargetArn""

        return """"

    def get_expected_value(self) -> Any:
        return ANY_VALUE


check = LambdaDLQConfigured()
"
CKV_AWS_117,Ensure that AWS Lambda function is configured inside a VPC,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/LambdaInVPC.py,"from typing import Any

from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck
from checkov.common.models.consts import ANY_VALUE
from checkov.common.models.enums import CheckCategories


class LambdaInVPC(BaseResourceValueCheck):
    def __init__(self) -> None:
        name = ""Ensure that AWS Lambda function is configured inside a VPC""
        id = ""CKV_AWS_117""
        supported_resources = (""AWS::Lambda::Function"", ""AWS::Serverless::Function"")
        categories = (CheckCategories.GENERAL_SECURITY,)
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def get_inspected_key(self) -> str:
        return ""Properties/VpcConfig""

    def get_expected_value(self) -> Any:
        return ANY_VALUE


check = LambdaInVPC()
"
CKV_AWS_118,Ensure that enhanced monitoring is enabled for Amazon RDS instances,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/RDSEnhancedMonitorEnabled.py,"from __future__ import annotations

from typing import Any

from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck
from checkov.common.models.enums import CheckCategories


class RDSEnhancedMonitorEnabled(BaseResourceValueCheck):
    def __init__(self) -> None:
        name = ""Ensure that enhanced monitoring is enabled for Amazon RDS instances""
        id = ""CKV_AWS_118""
        supported_resources = (""AWS::RDS::DBInstance"",)  # AWS::RDS::DBCluster doesn't support this config
        categories = (CheckCategories.LOGGING,)
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def get_inspected_key(self) -> str:
        return ""Properties/MonitoringInterval""

    def get_expected_values(self) -> list[Any]:
        # supports int and str
        return [1, 5, 10, 15, 30, 60, ""1"", ""5"", ""10"", ""15"", ""30"", ""60""]


check = RDSEnhancedMonitorEnabled()
"
CKV_AWS_119,Ensure DynamoDB Tables are encrypted using a KMS Customer Managed CMK,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/DynamoDBTablesEncrypted.py,"from typing import List

from checkov.common.models.enums import CheckResult, CheckCategories
from checkov.cloudformation.checks.resource.base_resource_check import BaseResourceCheck


class DynamoDBTablesEncrypted(BaseResourceCheck):
    def __init__(self):
        name = ""Ensure DynamoDB Tables are encrypted using a KMS Customer Managed CMK""
        id = ""CKV_AWS_119""
        supported_resources = [""AWS::DynamoDB::Table""]
        categories = [CheckCategories.ENCRYPTION]
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def scan_resource_conf(self, conf):
        properties = conf.get('Properties')
        if properties is not None:
            sse_config = properties.get('SSESpecification')
            if sse_config is not None:
                sse_enabled = sse_config.get('SSEEnabled')
                sse_key = sse_config.get('KMSMasterKeyId')
                if sse_enabled and sse_key is not None:
                    return CheckResult.PASSED
        return CheckResult.FAILED

    def get_evaluated_keys(self) -> List[str]:
        return [""Properties/SSESpecification/SSEEnabled"", ""Properties/SSESpecification/KMSMasterKeyId""]


check = DynamoDBTablesEncrypted()
"
CKV_AWS_120,Ensure API Gateway caching is enabled,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/APIGatewayCacheEnable.py,"from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck
from checkov.common.models.enums import CheckCategories


class APIGatewayCacheEnable(BaseResourceValueCheck):
    def __init__(self):
        name = ""Ensure API Gateway caching is enabled""
        id = ""CKV_AWS_120""
        supported_resources = ['AWS::ApiGateway::Stage', ""AWS::Serverless::Api""]
        categories = [CheckCategories.BACKUP_AND_RECOVERY]
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def get_inspected_key(self):
        return 'Properties/CacheClusterEnabled'


check = APIGatewayCacheEnable()
"
CKV_AWS_123,Ensure that VPC Endpoint Service is configured for Manual Acceptance,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/VPCEndpointAcceptanceConfigured.py,"from checkov.common.models.enums import CheckCategories
from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck


class VPCEndpointAcceptanceConfigured(BaseResourceValueCheck):
    def __init__(self):
        name = ""Ensure that VPC Endpoint Service is configured for Manual Acceptance""
        id = ""CKV_AWS_123""
        supported_resources = ['AWS::EC2::VPCEndpointService']
        categories = [CheckCategories.NETWORKING]
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def get_inspected_key(self):
        return 'Properties/AcceptanceRequired'


check = VPCEndpointAcceptanceConfigured()
"
CKV_AWS_131,Ensure that ALB drops HTTP headers,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/ALBDropHttpHeaders.py,"from checkov.common.models.enums import CheckResult, CheckCategories
from checkov.cloudformation.checks.resource.base_resource_check import BaseResourceCheck


class ALBDropHttpHeaders(BaseResourceCheck):

    def __init__(self):
        name = ""Ensure that ALB drops HTTP headers""
        id = ""CKV_AWS_131""
        supported_resources = [""AWS::ElasticLoadBalancingV2::LoadBalancer""]
        categories = [CheckCategories.NETWORKING]
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def scan_resource_conf(self, conf):
        # ALB is default loadbalancer type if not explicitly set
        alb = True

        properties = conf.get(""Properties"")
        lb_type = properties.get(""Type"")
        if lb_type and lb_type != 'application':
            alb = False

        # If lb is alb then drop headers must be present and true
        self.evaluated_keys = ['Properties']
        if alb:
            lb_attributes = properties.get('LoadBalancerAttributes', {})
            if isinstance(lb_attributes, list):
                self.evaluated_keys = ['Properties/LoadBalancerAttributes']
                for item in lb_attributes:
                    key = item.get('Key')
                    if key == 'routing.http.drop_invalid_header_fields.enabled':
                        value = item.get('Value')
                        if isinstance(value, bool):
                            value = str(value).lower()
                        if"
CKV_AWS_136,Ensure that ECR repositories are encrypted using KMS,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/ECRRepositoryEncrypted.py,"from typing import Any

from checkov.common.models.enums import CheckCategories
from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck


class ECRRepositoryEncrypted(BaseResourceValueCheck):
    def __init__(self) -> None:
        name = ""Ensure that ECR repositories are encrypted using KMS""
        id = ""CKV_AWS_136""
        supported_resources = (""AWS::ECR::Repository"",)
        categories = (CheckCategories.ENCRYPTION,)
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def get_inspected_key(self) -> str:
        return ""Properties/EncryptionConfiguration/EncryptionType""

    def get_expected_value(self) -> Any:
        return ""KMS""


check = ECRRepositoryEncrypted()
"
CKV_AWS_149,Ensure that Secrets Manager secret is encrypted using KMS CMK,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/SecretManagerSecretEncrypted.py,"from typing import List

from checkov.common.parsers.node import DictNode
from checkov.common.models.enums import CheckResult, CheckCategories
from checkov.cloudformation.checks.resource.base_resource_check import BaseResourceCheck


class SecretManagerSecretEncrypted(BaseResourceCheck):
    def __init__(self):
        name = ""Ensure that Secrets Manager secret is encrypted using KMS CMK""
        id = ""CKV_AWS_149""
        supported_resources = [""AWS::SecretsManager::Secret""]
        categories = [CheckCategories.ENCRYPTION]
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def scan_resource_conf(self, conf: DictNode) -> CheckResult:
        aws_kms_alias = ""aws/""
        properties = conf.get(""Properties"")
        if properties:
            kms_key_id = properties.get(""KmsKeyId"")
            if kms_key_id and aws_kms_alias not in kms_key_id:
                return CheckResult.PASSED
        return CheckResult.FAILED

    def get_evaluated_keys(self) -> List[str]:
        return ['Properties/KmsKeyId']


check = SecretManagerSecretEncrypted()
"
CKV_AWS_154,Ensure Redshift is not deployed outside of a VPC,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/RedshiftInEc2ClassicMode.py,"from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck
from checkov.common.models.consts import ANY_VALUE
from checkov.common.models.enums import CheckCategories


class RedshiftInEc2ClassicMode(BaseResourceValueCheck):
    def __init__(self) -> None:
        name = ""Ensure Redshift is not deployed outside of a VPC""
        id = ""CKV_AWS_154""
        supported_resources = [""AWS::Redshift::Cluster""]
        categories = [CheckCategories.NETWORKING]
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def get_inspected_key(self) -> str:
        return ""Properties/ClusterSubnetGroupName""

    def get_expected_value(self) -> str:
        return ANY_VALUE


check = RedshiftInEc2ClassicMode()
"
CKV_AWS_155,Ensure that Workspace user volumes are encrypted,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/WorkspaceUserVolumeEncrypted.py,"from checkov.common.models.enums import CheckCategories
from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck


class WorkspaceUserVolumeEncrypted(BaseResourceValueCheck):
    def __init__(self):
        name = ""Ensure that Workspace user volumes are encrypted""
        id = ""CKV_AWS_155""
        supported_resources = ['AWS::WorkSpaces::Workspace']
        categories = [CheckCategories.ENCRYPTION]
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def get_inspected_key(self):
        return 'Properties/UserVolumeEncryptionEnabled'


check = WorkspaceUserVolumeEncrypted()
"
CKV_AWS_156,Ensure that Workspace root volumes are encrypted,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/WorkspaceRootVolumeEncrypted.py,"from checkov.common.models.enums import CheckCategories
from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck


class WorkspaceRootVolumeEncrypted(BaseResourceValueCheck):
    def __init__(self):
        name = ""Ensure that Workspace root volumes are encrypted""
        id = ""CKV_AWS_156""
        supported_resources = ['AWS::WorkSpaces::Workspace']
        categories = [CheckCategories.ENCRYPTION]
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def get_inspected_key(self):
        return 'Properties/RootVolumeEncryptionEnabled'


check = WorkspaceRootVolumeEncrypted()
"
CKV_AWS_157,Ensure that RDS instances have Multi-AZ enabled,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/RDSMultiAZEnabled.py,"from checkov.common.models.enums import CheckResult, CheckCategories
from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck


class RDSMultiAZEnabled(BaseResourceValueCheck):
    def __init__(self) -> None:
        name = ""Ensure that RDS instances have Multi-AZ enabled""
        id = ""CKV_AWS_157""
        supported_resources = (""AWS::RDS::DBInstance"",)
        categories = (CheckCategories.NETWORKING,)
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def scan_resource_conf(self, conf):
        # Aurora is replicated across all AZs and doesn't require MultiAZ to be set
        # https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-rds-dbinstance.html#cfn-rds-dbinstance-multiaz
        if 'Properties' in conf.keys():
            if 'Engine' in conf['Properties'].keys():
                if 'aurora' in conf['Properties']['Engine']:
                    return CheckResult.UNKNOWN
        # Database is not Aurora; Use base class implementation
        return super().scan_resource_conf(conf)

    def get_inspected_key(self) -> str:
        return 'Properties/MultiAZ'


check = RDSMultiAZEnabled()
"
CKV_AWS_158,Ensure that CloudWatch Log Group is encrypted by KMS,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/CloudWatchLogGroupKMSKey.py,"from checkov.common.models.enums import CheckCategories
from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck
from checkov.common.models.consts import ANY_VALUE


class CloudWatchLogGroupKMSKey(BaseResourceValueCheck):
    def __init__(self):
        name = ""Ensure that CloudWatch Log Group is encrypted by KMS""
        id = ""CKV_AWS_158""
        supported_resource = ['AWS::Logs::LogGroup']
        categories = [CheckCategories.ENCRYPTION]
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resource)

    def get_inspected_key(self):
        return 'Properties/KmsKeyId'

    def get_expected_value(self):
        return ANY_VALUE


check = CloudWatchLogGroupKMSKey()
"
CKV_AWS_16,Ensure all data stored in the RDS is securely encrypted at rest,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/RDSEncryption.py,"from checkov.common.models.enums import CheckResult, CheckCategories
from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck


class RDSEncryption(BaseResourceValueCheck):
    def __init__(self):
        name = ""Ensure all data stored in the RDS is securely encrypted at rest""
        id = ""CKV_AWS_16""
        supported_resources = ['AWS::RDS::DBInstance']
        categories = [CheckCategories.ENCRYPTION]
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def scan_resource_conf(self, conf):
        # If DB is Aurora then Encryption is set in other resource
        # https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-rds-database-instance.html#cfn-rds-dbinstance-storageencrypted
        if 'Properties' in conf.keys():
            if 'Engine' in conf['Properties'].keys():
                if 'aurora' in conf['Properties']['Engine']:
                    return CheckResult.UNKNOWN
        # Database is not Aurora; Use base class implementation
        return super().scan_resource_conf(conf)

    def get_inspected_key(self):
        return 'Properties/StorageEncrypted'


check = RDSEncryption()
"
CKV_AWS_160,Ensure that Timestream database is encrypted with KMS CMK,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/TimestreamDatabaseKMSKey.py,"from typing import Any

from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck
from checkov.common.models.consts import ANY_VALUE
from checkov.common.models.enums import CheckCategories


class TimestreamDatabaseKMSKey(BaseResourceValueCheck):
    def __init__(self) -> None:
        name = ""Ensure that Timestream database is encrypted with KMS CMK""
        id = ""CKV_AWS_160""
        supported_resources = [""AWS::Timestream::Database""]
        categories = [CheckCategories.ENCRYPTION]
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def get_inspected_key(self) -> str:
        return ""Properties/KmsKeyId""

    def get_expected_value(self) -> Any:
        return ANY_VALUE


check = TimestreamDatabaseKMSKey()
"
CKV_AWS_161,Ensure RDS database has IAM authentication enabled,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/RDSIAMAuthentication.py,"from checkov.common.parsers.node import DictNode
from checkov.common.models.enums import CheckResult, CheckCategories
from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck


class RDSIAMAuthentication(BaseResourceValueCheck):
    def __init__(self) -> None:
        name = ""Ensure RDS database has IAM authentication enabled""
        id = ""CKV_AWS_161""
        supported_resources = [""AWS::RDS::DBInstance""]
        categories = [CheckCategories.IAM]
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def get_inspected_key(self) -> str:
        return ""Properties/EnableIAMDatabaseAuthentication""

    def scan_resource_conf(self, conf: DictNode) -> CheckResult:
        # IAM authentication is only supported for MySQL and PostgreSQL
        engine = conf.get(""Properties"", {}).get(""Engine"", {})
        if engine not in (""mysql"", ""postgres""):
            return CheckResult.UNKNOWN

        return super().scan_resource_conf(conf)


check = RDSIAMAuthentication()
"
CKV_AWS_162,Ensure RDS cluster has IAM authentication enabled,https://raw.githubusercontent.com/bridgecrewio/checkov/main/checkov/cloudformation/checks/resource/aws/RDSClusterIAMAuthentication.py,"from checkov.common.models.enums import CheckCategories
from checkov.cloudformation.checks.resource.base_resource_value_check import BaseResourceValueCheck


class RDSClusterIAMAuthentication(BaseResourceValueCheck):
    def __init__(self) -> None:
        name = ""Ensure RDS cluster has IAM authentication enabled""
        id = ""CKV_AWS_162""
        supported_resources = [""AWS::RDS::DBCluster""]
        categories = [CheckCategories.IAM]
        super().__init__(name=name, id=id, categories=categories, supported_resources=supported_resources)

    def get_inspected_key(self) -> str:
        return ""Properties/EnableIAMDatabaseAuthentication""


check = RDSClusterIAMAuthentication()
"
