row_number,ground_truth_path,run_id,status,final_validation_passed,iterations_used,llm_calls_total,token_all_tokens,token_input_tokens,token_output_tokens,token_prompt_tokens,token_completion_tokens,duration_seconds,error_message
104,Data\groud_truth\template\sample_environment_template.yaml,20260407_061804_e6818c29,ok,False,5,10,61209,0,0,51770,9439,357.687,
105,Data\groud_truth\template\automation_role.yaml,20260407_062401_c6eccb7a,ok,True,1,2,3084,0,0,2362,722,37.091,
106,Data\groud_truth\template\bucket_and_notification.yaml,20260407_062438_0cdb475b,ok,True,1,2,3042,0,0,2336,706,28.825,
107,Data\groud_truth\template\APIGateway_SQS_ReceiveMessages.yaml,20260407_062507_308ecde2,ok,True,3,6,14393,0,0,11254,3139,136.176,
108,Data\groud_truth\template\cognito_sample.yaml,20260407_062723_14deb16c,ok,False,5,10,27701,0,0,23696,4005,211.189,
109,Data\groud_truth\template\mongoDB.yaml,20260407_063054_69f9621e,ok,False,5,10,28000,0,0,24526,3474,201.111,
110,Data\groud_truth\template\crossAccResources.yaml,20260407_063416_0630c2bd,ok,False,5,10,43416,0,0,36559,6857,341.468,
111,Data\groud_truth\template\DataDogApiDestination.yaml,20260407_063957_cb11f87a,ok,False,5,10,21780,0,0,19116,2664,155.218,
112,Data\groud_truth\template\sns-sqs.yaml,20260407_064232_67c3fb07,ok,True,2,4,5607,0,0,4311,1296,67.253,
113,Data\groud_truth\template\sns_with_events.yaml,20260407_064340_23477da6,ok,True,1,2,2792,0,0,2280,512,27.504,
114,Data\groud_truth\template\b2bi.yaml,20260407_064407_13d4a7cf,ok,False,5,10,174384,0,0,149262,25122,1177.495,
115,Data\groud_truth\template\sns-secretsmanager.yaml,20260407_070345_23f5dbdd,ok,True,4,8,14445,0,0,12148,2297,159.552,
116,Data\groud_truth\template\sns_with_sqs.yaml,20260407_070624_95e332fd,ok,True,1,2,3574,0,0,2605,969,55.995,
117,Data\groud_truth\template\DynamoDB_to_EventBridge.yaml,20260407_070720_03622fce,ok,False,5,10,47023,0,0,40285,6738,348.492,
118,Data\groud_truth\template\EventBridge_Pipes_with_API_destinations.yaml,20260407_071309_854f3aec,ok,False,5,10,232299,0,0,189322,42977,1932.074,
119,Data\groud_truth\template\event-kinesis.yaml,20260407_074521_88a6c084,ok,True,1,2,3054,0,0,2401,653,37.437,
120,Data\groud_truth\template\sqs-pipes-batch-service.yaml,20260407_074558_7b693179,ok,False,5,10,99236,0,0,82244,16992,713.874,
121,Data\groud_truth\template\eventbridge-schedule-to-ssm.yaml,20260407_075752_b2e5657b,ok,False,5,10,53257,0,0,44502,8755,489.448,
122,Data\groud_truth\template\ShopifyAPIDestination.yaml,20260407_080601_ad91ad4a,ok,False,5,10,22368,0,0,19427,2941,168.392,
123,Data\groud_truth\template\stripe.yaml,20260407_080850_5ca5a77f,ok,False,5,10,29653,0,0,25255,4398,220.382,
124,Data\groud_truth\template\api_with_dynamoDB.yaml,20260407_081230_f90ccde1,ok,True,2,4,10089,0,0,6942,3147,151.608,
125,Data\groud_truth\template\apigateway_ses.yaml,20260407_081502_70cf3a9e,ok,False,5,10,50674,0,0,42215,8459,417.433,
126,Data\groud_truth\template\apigateway_kinesis.yaml,20260407_082159_6da67ef5,ok,False,5,10,74864,0,0,62084,12780,490.291,
127,Data\groud_truth\template\efs_easy.yaml,20260407_083010_e2ddede9,ok,False,5,10,23258,0,0,20131,3127,164.729,
128,Data\groud_truth\template\securityhub-controls.yaml,20260407_083254_b5b1c04f,ok,True,3,6,21266,0,0,16113,5153,448.11,
129,Data\groud_truth\template\config.yaml,20260407_084022_7c386b3e,ok,False,5,10,385729,0,0,331765,53964,1944.374,
130,Data\groud_truth\template\account-password-policy.yaml,20260407_091247_7431a552,ok,True,4,8,25373,0,0,20641,4732,189.895,
131,Data\groud_truth\template\alert.yaml,20260407_091557_6fe7b51d,ok,False,5,10,223252,0,0,180505,42747,1514.122,
132,Data\groud_truth\template\batch-demo.template.yaml,20260407_094111_cd024cc1,ok,False,5,10,56603,0,0,47294,9309,307.313,
133,Data\groud_truth\template\arch7-lab1.template.yaml,20260407_094618_f9ace29d,ok,False,5,10,42365,0,0,35398,6967,267.769,
134,Data\groud_truth\template\lambda-demo.yaml,20260407_095046_fcf90093,ok,True,2,4,4710,0,0,3894,816,39.856,
135,Data\groud_truth\template\cloudfront-demo-api.yaml,20260407_095126_e46bb5fe,ok,True,1,2,3319,0,0,2384,935,41.928,
136,Data\groud_truth\template\permission-boundary-demo.yaml,20260407_095208_695f1fd7,ok,False,5,10,35088,0,0,29950,5138,177.505,
137,Data\groud_truth\template\appsync-demo.yaml,20260407_095505_2cba68e6,ok,False,5,10,34290,0,0,29197,5093,178.911,
138,Data\groud_truth\template\arch-lab1-demo.yaml,20260407_095804_ac246261,ok,False,5,10,134559,0,0,113297,21262,2602.775,
139,Data\groud_truth\template\custom-resource-example.yaml,20260407_104127_2dea8a38,ok,False,5,10,28633,0,0,24498,4135,467.518,
140,Data\groud_truth\template\stepfunction-calculator.yaml,20260407_104914_73a133c5,ok,True,1,2,3948,0,0,2481,1467,205.526,
141,Data\groud_truth\template\stepfunction-recognition.yaml,20260407_105240_0ff5fd3c,ok,False,5,10,70999,0,0,59301,11698,1743.402,
142,Data\groud_truth\template\systems-manager-demo.yaml,20260407_112143_30e8b6e3,ok,False,5,10,76285,0,0,64418,11867,1850.033,
143,Data\groud_truth\template\arch7-lab6.yaml,20260407_115233_e2a10cca,ok,True,5,10,47541,0,0,40275,7266,1824.993,
144,Data\groud_truth\template\arch7-lab2.yaml,20260407_122258_344d5441,ok,False,5,10,63009,0,0,52318,10691,1485.988,
145,Data\groud_truth\template\cloudfront-demo.yaml,20260407_124744_fc8f1485,ok,False,5,10,38648,0,0,32411,6237,680.887,
146,Data\groud_truth\template\adv-dev-lab3.yaml,20260407_125905_ee624630,ok,False,5,10,60868,0,0,50486,10382,1494.278,
147,Data\groud_truth\template\slot-machine-website.yaml,20260407_132359_5a41022c,ok,False,5,10,65803,0,0,54766,11037,2618.142,
148,Data\groud_truth\template\multiaz.yaml,20260407_140738_38288ece,ok,False,5,10,62071,0,0,52148,9923,1640.873,
149,Data\groud_truth\template\efs.yaml,20260407_143459_33bf3263,ok,False,5,10,104308,0,0,86220,18088,2775.156,
150,Data\groud_truth\template\redis-minimal.yaml,20260407_152114_42a76d22,ok,False,5,10,48493,0,0,40639,7854,1056.006,
151,Data\groud_truth\template\bedrock-agent.yaml,20260407_153850_b4edae3c,ok,False,5,10,31485,0,0,27211,4274,480.356,
152,Data\groud_truth\template\template-rds-proxy.yaml,20260407_154650_d3ac07be,ok,False,5,10,168574,0,0,141172,27402,2102.617,
