row_index,ground_truth_path,matched,difficulty,template_empty,resource_req,resource_gen,resource_cor,resource_missing,resource_extra,resource_cov_pct,resource_acc_pct,resource_missing_list,resource_extra_list,data_req,data_gen,data_cor,data_missing,data_extra,data_cov_pct,data_acc_pct,data_missing_list,data_extra_list,variable_req,variable_gen,variable_cor,variable_missing,variable_extra,variable_cov_pct,variable_acc_pct,variable_missing_list,variable_extra_list,output_req,output_gen,output_cor,output_missing,output_extra,output_cov_pct,output_acc_pct,output_missing_list,output_extra_list
10,iac_benchmark/scenarios/terrads_c5fb6e784997,True,4,False,18,26,18,0,8,100.0,69.23,,tls_private_key;aws_key_pair;aws_kms_key;aws_iam_role_policy;aws_kms_alias;aws_nat_gateway;aws_eip;aws_iam_instance_profile,1,1,0,1,1,0.0,0.0,aws_ami,aws_availability_zones,3,3,2,1,1,66.67,66.67,business_divsion,business_division,0,0,0,0,0,100.0,100.0,,
11,iac_benchmark/scenarios/terrads_f5e9cc30bc08,True,4,False,8,20,8,0,12,100.0,40.0,,aws_s3_bucket_public_access_block;aws_kms_key;aws_iam_role_policy_attachment;aws_s3_bucket_server_side_encryption_configuration;aws_s3_bucket;aws_signer_signing_profile;aws_dynamodb_table;aws_lambda_function_event_invoke_config;aws_s3_object;aws_s3_bucket_versioning;aws_iam_role;aws_sqs_queue,0,6,0,0,6,0.0,0.0,,archive_file;aws_region;aws_partition;aws_availability_zones;aws_caller_identity;aws_s3_object,79,19,1,78,18,1.27,5.26,lambda_layer_version_source_code_hash;lambda_event_source_mapping_maximum_batching_window_in_seconds;lambda_layer_version_description;enable_lambda_provisioned_concurrency_config;lambda_function_memory_size;lambda_function_event_invoke_config_destination_config;lambda_event_source_mapping_enabled;lambda_function_event_invoke_config_function_name;lambda_function_handler;lambda_function_vpc_config;lambda_event_source_mapping_bisect_batch_on_function_error;enable_lambda_layer_version;lambda_provisioned_concurrency_config_qualifier;lambda_function_event_invoke_config_maximum_event_age_in_seconds;lambda_permission_statement_id_prefix;lambda_function_s3_bucket;lambda_layer_version_s3_bucket;lambda_alias_description;lambda_function_publish;lambda_layer_version_s3_key;lambda_function_tracing_config;lambda_layer_version_license_info;lambda_function_name;lambda_function_reserved_concurrent_executions;lambda_function_event_invoke_config_maximum_retry_attempts;lambda_event_source_mapping_maximum_record_age_in_seconds;lambda_permission_event_source_token;lambda_function_filename;lambda_function_description;lambda_function_environment;lambda_layer_version_filename;lambda_function_s3_object_version;lambda_event_source_mapping_function_name;enable_lambda_function;lambda_event_source_mapping_parallelization_factor;lambda_permission_principal;lambda_function_timeouts;lambda_function_kms_key_arn;lambda_function_layers;tags;lambda_permission_statement_id;lambda_provisioned_concurrency_config_timeouts;lambda_event_source_mapping_starting_position;enable_lambda_permission;lambda_function_event_invoke_config_qualifier;lambda_alias_name;enable_lambda_function_event_invoke_config;lambda_permission_source_account;lambda_function_source_code_hash;lambda_layer_version_layer_name;lambda_layer_version_s3_object_version;lambda_event_source_mapping_starting_position_timestamp;enable_lambda_alias;lambda_permission_source_arn;enable_code_signing_config;lambda_event_source_mapping_destination_config;lambda_alias_function_name;lambda_alias_routing_config;lambda_function_role;lambda_function_timeout;lambda_layer_version_compatible_runtimes;lambda_function_runtime;lambda_function_s3_key;lambda_event_source_mapping_event_source_arn;lambda_code_signing_config_description;lambda_permission_action;lambda_event_source_mapping_maximum_retry_attempts;lambda_provisioned_concurrency_config_function_name;lambda_provisioned_concurrency_config_provisioned_concurrent_executions;lambda_code_signing_config_allowed_publishers;lambda_permission_function_name;lambda_event_source_mapping_batch_size;lambda_code_signing_config_policies;lambda_permission_qualifier;name;enable_lambda_event_source_mapping;lambda_alias_function_version;lambda_function_dead_letter_config,layer_s3_key;maximum_retry_attempts;app_name;signing_profile_version_arns;principal;source_arn;maximum_event_age_in_seconds;routing_config;enable_lambda_layer;handler;enable_provisioned_concurrency;enable_dynamodb_stream;layer_source_type;enable_sqs_event;provisioned_concurrent_executions;enable_code_signing;layer_local_path;enable_cross_account_permission,27,0,0,27,0,0.0,0.0,lambda_permission_id;lambda_alias_arn;lambda_provisioned_concurrency_config_id;lambda_function_arn;lambda_code_signing_config_last_modified;lambda_function_qualified_arn;lambda_event_source_mapping_last_processing_result;lambda_function_source_code_hash;lambda_event_source_mapping_uuid;lambda_layer_version_layer_arn;lambda_layer_version_source_code_size;lambda_event_source_mapping_function_arn;lambda_function_event_invoke_config_id;lambda_code_signing_config_id;lambda_alias_invoke_arn;lambda_function_last_modified;lambda_code_signing_config_arn;lambda_code_signing_config_config_id;lambda_layer_version_created_date;lambda_layer_version_arn;lambda_function_source_code_size;lambda_event_source_mapping_state_transition_reason;lambda_function_kms_key_arn;lambda_event_source_mapping_last_modifiedn;lambda_event_source_mapping_state;lambda_function_invoke_arn;lambda_layer_version_version,
12,iac_benchmark/scenarios/gh_3a4dde50,True,5,False,12,4,0,12,4,0.0,0.0,aws_waf_rule;aws_waf_regex_pattern_set;aws_waf_sql_injection_match_set;aws_waf_byte_match_set;aws_waf_regex_match_set;aws_waf_rate_based_rule;aws_waf_geo_match_set;aws_waf_rule_group;aws_waf_xss_match_set;aws_waf_ipset;aws_waf_size_constraint_set;aws_waf_web_acl,aws_wafv2_rule_group;aws_wafv2_ip_set;aws_wafv2_regex_pattern_set;aws_wafv2_web_acl,0,0,0,0,0,100.0,100.0,,,47,13,12,35,1,25.53,92.31,waf_rule_name;waf_regex_match_set_regex_match_tuple;enable_waf_rule;waf_ipset_ip_set_descriptors;waf_size_constraint_set_size_constraints;waf_xss_match_set_name;waf_xss_match_set_xss_match_tuples;waf_rule_group_activated_rule;waf_regex_pattern_set_name;waf_rate_based_rule_name;waf_web_acl_metric_name;waf_rule_predicates;waf_geo_match_set_geo_match_constraint;waf_byte_match_set_byte_match_tuples;sql_injection_match_tuples;waf_geo_match_set_name;waf_ipset_name;waf_rule_group_name;waf_regex_pattern_set_regex_pattern_strings;waf_sql_injection_match_set_name;waf_rate_based_rule_rate_key;waf_web_acl_name;waf_web_acl_default_action;waf_regex_match_set_name;waf_rate_based_rule_metric_name;waf_web_acl_rules;waf_rule_group_metric_name;waf_rule_metric_name;waf_web_acl_logging_configuration;waf_size_constraint_set_name;waf_rate_based_rule_rate_limit;waf_rate_based_rule_predicates;name;tags;waf_byte_match_set_name,name_prefix,22,0,0,22,0,0.0,0.0,waf_geo_match_set_arn;waf_ipset_id;waf_geo_match_set_id;waf_xss_match_set_id;waf_rate_based_rule_id;waf_ipset_arn;waf_regex_pattern_set_arn;waf_rule_id;waf_size_constraint_set_arn;waf_byte_match_set_id;waf_sql_injection_match_set_id;waf_regex_match_set_arn;waf_rule_group_arn;waf_web_acl_arn;waf_rate_based_rule_arn;waf_web_acl_id;waf_rule_arn;waf_regex_match_set_id;waf_regex_pattern_set_id;waf_xss_match_set_arn;waf_size_constraint_set_id;waf_rule_group_id,
13,iac_benchmark/scenarios/terrads_8ecc16737478,True,3,False,8,14,2,6,12,25.0,14.29,aws_vpc_security_group_ingress_rule;aws_vpc_security_group_ingress_rule;aws_vpc_security_group_egress_rule;aws_vpc_security_group_egress_rule;aws_vpc_security_group_egress_rule;aws_vpc_security_group_egress_rule,aws_internet_gateway;aws_security_group_rule;aws_security_group_rule;aws_nat_gateway;aws_subnet;aws_subnet;aws_eip;aws_route_table;aws_route_table;aws_vpc;aws_route_table_association;aws_route_table_association,1,1,1,0,0,100.0,100.0,,,0,2,0,0,2,0.0,0.0,,vpc_cidr;subnet_cidrs,5,0,0,5,0,0.0,0.0,subnet_ids;cluster1_additional_sg_id;cluster2_additional_sg_id;vpc_cidr;vpc_id,
14,iac_benchmark/scenarios/terrads_31b9a6dde088,True,4,False,10,17,9,1,8,90.0,52.94,aws_iam_role_policy_attachment,aws_efs_mount_target;aws_subnet;aws_iam_role_policy;aws_vpc;aws_security_group;aws_efs_access_point;aws_cloudwatch_log_group;aws_efs_file_system,0,2,0,0,2,0.0,0.0,,aws_availability_zones;archive_file,9,3,0,9,3,0.0,0.0,lambda;policy_arns;logs;layer;name;filesystem;tags;tracing;vpc,prefix;lambda_functions;common_tags,4,0,0,4,0,0.0,0.0,layer;function;logs;alias,
15,iac_benchmark/scenarios/gh_7b224d4a,True,3,False,7,12,7,0,5,100.0,58.33,,aws_kms_key;aws_s3_bucket_public_access_block;aws_s3_bucket;aws_wafv2_web_acl;aws_s3_bucket_server_side_encryption_configuration,0,1,0,0,1,0.0,0.0,,aws_caller_identity,0,1,0,0,1,0.0,0.0,,tags,0,0,0,0,0,100.0,100.0,,
16,iac_benchmark/scenarios/terrads_82192fbc1740,True,5,False,17,22,14,3,8,82.35,63.64,aws_security_group_rule;aws_security_group_rule;aws_efs_access_point,aws_subnet;aws_route_table_association;aws_kms_key;aws_iam_role_policy_attachment;aws_vpc;aws_internet_gateway;aws_cloudwatch_log_group;aws_route_table,4,3,1,3,2,25.0,33.33,aws_iam_policy_document;aws_iam_policy_document;aws_iam_policy_document,aws_region;aws_availability_zones,32,1,1,31,0,3.12,100.0,sftp_security_group_rules;efs_security_group_name;provided_iam_role_arn;eip_ids;create_sftp_security_group;additional_access_points;efs_security_group_rules;region;kms_key_id;vpc_id;logging_enabled;endpoint_type;is_public;efs_name;security_groups;encrypted;throughput_mode;performance_mode;create_efs_security_group;enable_user_access_point;sftp_security_group_name;create_iam_role;security_policy_name;sftp_domain;sftp_security_group_ids;home_directory;identity_provider_type;home_directory_type;tags;subnets;sftp_name,,14,0,0,14,0,0.0,0.0,efs_file_system_arn;efs_security_group_id;sftp_elastic_ips;efs_mount_target_ids;iam_role_arn;sftp_server_arn;efs_file_system_id;sftp_user_usernames;user_access_points;sftp_server_endpoint;efs_mount_target_dns_names;additional_access_points;sftp_security_group_id;sftp_server_id,
17,iac_benchmark/scenarios/gh_0af37618,True,3,False,10,10,10,0,0,100.0,100.0,,,3,2,2,1,0,66.67,100.0,aws_region,,6,6,5,1,1,83.33,83.33,env,environment,8,8,3,5,5,37.5,37.5,region;public_subnet_cidrs;account_id;vpc_cidr;private_subnet_cidrs,region_description;private_subnet_cidr_blocks;public_subnet_cidr_blocks;vpc_cidr_block;aws_account_id
18,iac_benchmark/scenarios/terrads_b26db08be605,True,5,False,36,40,23,13,17,63.89,57.5,aws_alb;aws_alb_target_group;aws_iam_policy_attachment;aws_route_table_association;aws_route_table_association;aws_route_table_association;aws_route_table_association;aws_alb_listener;aws_alb_listener;aws_subnet;aws_subnet;aws_subnet;aws_subnet,aws_wafv2_web_acl;aws_secretsmanager_secret;aws_iam_policy;aws_iam_policy;aws_secretsmanager_secret_version;aws_acm_certificate_validation;aws_iam_role_policy_attachment;aws_iam_role_policy_attachment;aws_lb_target_group;aws_lb;aws_security_group;aws_lb_listener;aws_vpc_endpoint;aws_vpc_endpoint;aws_vpc_endpoint;aws_vpc_endpoint;aws_cloudfront_distribution,0,1,0,0,1,0.0,0.0,,aws_availability_zones,1,10,0,1,10,0.0,0.0,AWS_REGION,subdomain;puid;memory;hashed_password;domain_name;timezone;cpu;container_port;workspace_path;pgid,1,0,0,1,0,0.0,0.0,ns-servers,
19,iac_benchmark/scenarios/terrads_e0aca3ee1a17,True,3,False,9,8,8,1,0,88.89,100.0,aws_security_group_rule,,1,1,1,0,0,100.0,100.0,,,5,8,4,1,4,80.0,50.0,number_of_availability_zones,egress_cidr_blocks;az_count;environment;map_public_ip_on_launch,2,2,1,1,1,50.0,50.0,public_sg,security_group_id
20,iac_benchmark/scenarios/terrads_25476de431a3,True,3,False,8,12,6,2,6,75.0,50.0,random_string;aws_iam_policy_attachment,aws_kms_key;aws_s3_bucket_server_side_encryption_configuration;random_id;aws_iam_user_policy_attachment;aws_s3_object;aws_s3_bucket_versioning,1,4,1,0,3,100.0,25.0,,aws_caller_identity;aws_iam_policy_document;aws_iam_policy_document,15,6,0,15,6,0.0,0.0,image_filename;create_folder;random_suffix;upload_image;force_destroy;s3_folder;random_string_length;image_format;aws_iam_username;aws_iam_policy;path;bucket_name;zedcloud_datastore_name;zedcloud_image_name;create_iam_user,enable_random_suffix;iam_user_base_name;create_folder_and_upload;bucket_base_name;image_file_path;policy_base_name,12,3,0,12,3,0.0,0.0,s3_fqdn_path_url;zcli_datastore_command_fmt;zcli_datastore_command;s3_image_name;s3_bucket_name;zcli_image_command;s3_region_name;aws_access_secret;s3_fqdn_virtual_url;aws_access_key_id;s3_bucket_path;zcli_image_command_fmt,access_key_id;secret_access_key;zcli_commands
21,iac_benchmark/scenarios/terrads_2a8715e9108a,True,4,False,10,13,7,3,6,70.0,53.85,aws_s3_bucket_object;aws_s3_bucket_policy;aws_s3_bucket_policy,aws_s3_bucket_logging;aws_s3_bucket_server_side_encryption_configuration;aws_s3_bucket_server_side_encryption_configuration;aws_s3_object;aws_s3_bucket_versioning;aws_s3_bucket_versioning,1,3,1,0,2,100.0,33.33,,aws_region;aws_iam_policy_document,5,0,0,5,0,0.0,0.0,tfstate_lock_table_name;aws_region;tfstate_bucket_name_prefix;environment;s3_logs_bucket_name_prefix,,3,0,0,3,0,0.0,0.0,caller_user;caller_arn;account_id,
