row_index,ground_truth_path,matched,difficulty,template_empty,resource_req,resource_gen,resource_cor,resource_missing,resource_extra,resource_cov_pct,resource_acc_pct,resource_missing_list,resource_extra_list,data_req,data_gen,data_cor,data_missing,data_extra,data_cov_pct,data_acc_pct,data_missing_list,data_extra_list,variable_req,variable_gen,variable_cor,variable_missing,variable_extra,variable_cov_pct,variable_acc_pct,variable_missing_list,variable_extra_list,output_req,output_gen,output_cor,output_missing,output_extra,output_cov_pct,output_acc_pct,output_missing_list,output_extra_list
10,iac_benchmark/scenarios/terrads_dd6869a7f1bc,True,3.0,False,4,4,4,0,0,100.0,100.0,,,1,1,1,0,0,100.0,100.0,,,6,6,6,0,0,100.0,100.0,,,0,0,0,0,0,100.0,100.0,,
11,iac_benchmark/scenarios/terrads_24c03d00dfc1,True,3.0,False,9,9,9,0,0,100.0,100.0,,,5,2,2,3,0,40.0,100.0,aws_iam_policy_document;aws_iam_policy_document;aws_availability_zones,,0,0,0,0,0,100.0,100.0,,,7,6,0,7,6,0.0,0.0,dev_user_unique_id;test_user_unique_id;prod_user_name;dev_user_name;prod_user_unique_id;test;current_user,dev_user_secret_access_key;test_user_secret_access_key;test_user_access_key_id;prod_user_secret_access_key;prod_user_access_key_id;dev_user_access_key_id
12,iac_benchmark/scenarios/gh_48c5e87c,True,3.0,False,5,28,5,0,23,100.0,17.86,,aws_iam_role_policy;aws_iam_role_policy;aws_iam_role_policy;aws_iam_role_policy;aws_iam_role_policy;aws_iam_role_policy;aws_iam_role_policy;aws_secretsmanager_secret_version;aws_kms_key;aws_s3_bucket_policy;aws_s3_bucket;aws_sqs_queue;aws_s3_bucket_server_side_encryption_configuration;aws_iam_role;aws_iam_role;aws_iam_role;aws_iam_role;aws_iam_role;aws_iam_role;aws_iam_role;aws_secretsmanager_secret;aws_s3_bucket_versioning;aws_s3_bucket_public_access_block,0,1,0,0,1,0.0,0.0,,aws_caller_identity,56,50,7,49,43,12.5,14.0,tags;sns_topic_application_failure_feedback_role_arn;sns_topic_display_name;sns_application_failure_feedback_role_arn;sns_topic_name_prefix;sns_topic_http_failure_feedback_role_arn;sns_platform_application_name;sns_topic_delivery_policy;sns_topic_subscription_delivery_policy;sns_topic_policy;sns_topic_kms_master_key_id;sns_platform_application_event_endpoint_created_topic_arn;sns_application_success_feedback_sample_rate;sns_topic_policy_policy;sns_platform_application_platform_principal;sns_platform_application_event_delivery_failure_topic_arn;sns_platform_application_event_endpoint_deleted_topic_arn;sns_sms_preferences_delivery_status_success_sampling_rate;sns_topic_sqs_failure_feedback_role_arn;sns_sms_preferences_monthly_spend_limit;sns_platform_application_success_feedback_sample_rate;sns_sms_preferences_default_sender_id;sns_topic_subscription_raw_message_delivery;sns_topic_subscription_filter_policy;sns_sms_preferences_usage_report_s3_bucket;sns_topic_name;sns_topic_sqs_success_feedback_role_arn;sns_platform_application_failure_feedback_role_arn;sns_topic_policy_topic_arn;sns_topic_lambda_success_feedback_sample_rate;sns_topic_http_success_feedback_role_arn;sns_platform_application_platform_credential;sns_topic_http_success_feedback_sample_rate;sns_topic_lambda_success_feedback_role_arn;sns_sms_preferences_default_sms_type;sns_sms_preferences_delivery_status_iam_role_arn;sns_topic_subscription_sns_endpoints;sns_application_success_feedback_role_arn;sns_topic_subscription_confirmation_timeout_in_minutes;sns_topic_lambda_failure_feedback_role_arn;sns_topic_subscription_sns_protocol;sns_platform_application_event_endpoint_updated_topic_arn;sns_platform_application_platform;sns_topic_subscription_endpoint_auto_confirms;sns_topic_application_success_feedback_role_arn;sns_topic_application_success_feedback_sample_rate;sns_topic_subscription_topic_arn;sns_topic_sqs_success_feedback_sample_rate;sns_platform_application_success_feedback_role_arn,topic_policy;event_delivery_failure_topic_arn;topic_name_prefix;application_success_feedback_sample_rate;topic_display_name;subscription_endpoint_auto_confirms;sqs_failure_feedback_role_arn;application_failure_feedback_role_arn;subscription_protocols;platform_credential;sms_monthly_spend_limit;subscription_filter_policy;event_endpoint_updated_topic_arn;topic_name;subscription_delivery_policy;subscription_endpoints;sms_default_sender_id;topic_policy_document;sqs_success_feedback_role_arn;event_endpoint_created_topic_arn;platform_success_feedback_role_arn;lambda_success_feedback_role_arn;subscription_raw_message_delivery;sms_usage_report_s3_bucket;platform_principal;lambda_success_feedback_sample_rate;event_endpoint_deleted_topic_arn;subscription_confirmation_timeout_in_minutes;platform_success_feedback_sample_rate;platform_failure_feedback_role_arn;http_success_feedback_role_arn;http_failure_feedback_role_arn;kms_key_id;sms_delivery_status_iam_role_arn;http_success_feedback_sample_rate;sms_default_sms_type;lambda_failure_feedback_role_arn;topic_policy_topic_arn;subscription_topic_arn_override;sms_success_sample_rate;sqs_success_feedback_sample_rate;platform;application_success_feedback_role_arn,8,0,0,8,0,0.0,0.0,sns_topic_subscription_arn;sns_topic_subscription_id;sns_topic_arn;sns_topic_subscription_endpoint;sns_topic_id;sns_topic_subscription_protocol;sns_topic_policy_id;sns_topic_subscription_topic_arn,
13,iac_benchmark/scenarios/terrads_4ce463879462,True,3.0,False,4,5,4,0,1,100.0,80.0,,aws_iam_role_policy,0,1,0,0,1,0.0,0.0,,aws_partition,5,5,4,1,1,80.0,80.0,bus,bus_config,2,0,0,2,0,0.0,0.0,bus;rules,
14,iac_benchmark/scenarios/terrads_a1ef057b546e,True,3.0,False,7,7,7,0,0,100.0,100.0,,,1,0,0,1,0,0.0,0.0,aws_caller_identity,,15,10,2,13,8,13.33,20.0,vault_notification_sns_topic_arn;rule_lifecycle_delete_after;selection_tag_value;selection_tag_key;rule_completion_window;backup_vault_events;rule_start_window;rule_copy_action_destination_vault;selection_tag_type;rule_lifecycle_cold_storage_after;vault_kms_key_arn;rule_schedule;selection_resources,destination_vault_map;tag_key;start_window;kms_key_arn;schedule;tag_value;completion_window;sns_topic_arn,0,0,0,0,0,100.0,100.0,,
15,iac_benchmark/scenarios/gh_3ec69cfa,True,3.0,False,4,4,4,0,0,100.0,100.0,,,0,0,0,0,0,100.0,100.0,,,25,22,6,19,16,24.0,27.27,tags;efs_file_system_encrypted;efs_file_system_performance_mode;efs_mount_target_ip_address;efs_mount_target_file_system_id;efs_mount_target_security_groups;efs_mount_target_subnet_ids;efs_file_system_kms_key_id;efs_access_point_name;efs_access_point_posix_user;efs_file_system_creation_token;efs_access_point_root_directory;efs_file_system_provisioned_throughput_in_mibps;efs_access_point_file_system_id;efs_file_system_policy_policy;efs_file_system_policy_file_system_id;efs_file_system_name;efs_file_system_lifecycle_policy;efs_file_system_throughput_mode,file_system_id_override_access_point;performance_mode;file_system_id_override_policy;creation_token;throughput_mode;encrypted;file_system_id_override_mount_target;lifecycle_policy_rules;kms_key_id;access_point_posix_user;provisioned_throughput_in_mibps;access_point_root_directory;subnet_ids;mount_target_security_groups;file_system_policy;mount_target_ip_address,16,0,0,16,0,0.0,0.0,efs_file_system_arn;efs_mount_target_availability_zone_id;efs_mount_target_file_system_arn;efs_mount_target_network_interface_id;efs_access_point_id;efs_file_system_policy_id;efs_access_point_arn;efs_file_system_dns_name;efs_file_system_kms_key_id;efs_mount_target_dns_name;efs_file_system_id;efs_mount_target_mount_target_dns_name;efs_mount_target_owner_id;efs_mount_target_availability_zone_name;efs_mount_target_id;efs_access_point_file_system_arn,
16,iac_benchmark/scenarios/gh_88540324,True,3.0,False,4,4,4,0,0,100.0,100.0,,,0,0,0,0,0,100.0,100.0,,,24,20,7,17,13,29.17,35.0,codeartifact_repository_domain_owner;codeartifact_repository_permissions_policy_repository;codeartifact_repository_permissions_policy_domain_owner;codeartifact_repository;codeartifact_repository_description;codeartifact_repository_permissions_policy_document;codeartifact_repository_permissions_policy_domain;codeartifact_domain_permissions_policy_domain;codeartifact_repository_external_connections;codeartifact_repository_permissions_policy_policy_revision;codeartifact_domain_encryption_key;codeartifact_domain_permissions_policy_document;codeartifact_repository_domain;codeartifact_domain;codeartifact_domain_permissions_policy_revision;codeartifact_repository_upstream;codeartifact_domain_permissions_policy_domain_owner,domain_policy_revision;repository_policy_domain_owner;domain_permissions_policy_document;repository_description;repository_upstream_names;repository_external_connections;domain_kms_key_arn;domain_owner_id;repository_name;repository_policy_revision;repository_domain_owner;domain_name;repository_permissions_policy_document,14,0,0,14,0,0.0,0.0,codeartifact_domain_domain;codeartifact_domain_created_time;codeartifact_repository_permissions_policy_id;codeartifact_domain_id;codeartifact_domain_owner;codeartifact_domain_permissions_policy_id;codeartifact_repository_permissions_resource_policy_arn;codeartifact_domain_asset_size_bytes;codeartifact_repository_id;_resource_arn;codeartifact_repository_administrator_account;codeartifact_domain_arn;codeartifact_repository_arn;codeartifact_domain_repository_count,
17,iac_benchmark/scenarios/gh_26cf949a,True,3.0,False,4,4,4,0,0,100.0,100.0,,,2,1,0,2,1,0.0,0.0,aws_iam_policy;aws_iam_policy,aws_iam_policy_document,3,3,3,0,0,100.0,100.0,,,1,0,0,1,0,0.0,0.0,role_arn,
18,iac_benchmark/scenarios/terrads_c6fa801d3646,True,3.0,False,6,6,6,0,0,100.0,100.0,,,2,4,2,0,2,100.0,50.0,,aws_caller_identity;aws_iam_policy_document,26,20,5,21,15,19.23,25.0,readonly_role_path;poweruser_role_tags;mfa_age;trusted_role_services;poweruser_role_requires_mfa;poweruser_role_permissions_boundary_arn;admin_role_requires_mfa;create_poweruser_role;admin_role_policy_arns;admin_role_permissions_boundary_arn;trusted_role_arns;readonly_role_tags;create_readonly_role;readonly_role_permissions_boundary_arn;readonly_role_policy_arns;admin_role_path;create_admin_role;admin_role_tags;readonly_role_requires_mfa;poweruser_role_policy_arns;poweruser_role_path,tags;mfa_age_threshold;poweruser_managed_policy_arns;admin_managed_policy_arns;enable_readonly;trust_service_identifiers;readonly_managed_policy_arns;enable_admin;readonly_mfa_enabled;enable_poweruser;path;poweruser_mfa_enabled;trust_principal_arns;admin_mfa_enabled;permissions_boundary,15,6,0,15,6,0.0,0.0,poweruser_iam_role_name;admin_iam_role_arn;poweruser_iam_role_unique_id;admin_iam_role_unique_id;readonly_iam_role_path;readonly_iam_role_unique_id;poweruser_iam_role_requires_mfa;poweruser_iam_role_arn;admin_iam_role_path;readonly_iam_role_name;admin_iam_role_name;poweruser_iam_role_path;readonly_iam_role_arn;readonly_iam_role_requires_mfa;admin_iam_role_requires_mfa,readonly_role_arn;poweruser_role_name;admin_role_arn;readonly_role_name;poweruser_role_arn;admin_role_name
19,iac_benchmark/scenarios/terrads_9da16fbef056,True,3.0,False,5,5,5,0,0,100.0,100.0,,,2,2,2,0,0,100.0,100.0,,,12,12,11,1,1,91.67,91.67,asn,amazon_side_asn,3,2,0,3,2,0.0,0.0,name;transit_gateway;route_tables,transit_gateway_id;route_table_ids
20,iac_benchmark/scenarios/terrads_7128db805974,True,3.0,False,16,16,16,0,0,100.0,100.0,,,0,0,0,0,0,100.0,100.0,,,0,0,0,0,0,100.0,100.0,,,0,0,0,0,0,100.0,100.0,,
21,iac_benchmark/scenarios/terrads_de2463de7604,True,3.0,False,6,6,6,0,0,100.0,100.0,,,2,1,0,2,1,0.0,0.0,aws_iam_policy_document;aws_iam_policy_document,archive_file,3,2,0,3,2,0.0,0.0,raw_config;shared_tags;config,yaml_config_file_path;yaml_config_string,3,0,0,3,0,0.0,0.0,lambda_id;lambda_arn;lambda_invoke_arn,
22,iac_benchmark/scenarios/terrads_5b4e0301422a,True,3.0,False,5,5,5,0,0,100.0,100.0,,,1,0,0,1,0,0.0,0.0,aws_caller_identity,,3,3,2,1,1,66.67,66.67,region,aws_region,4,0,0,4,0,0.0,0.0,role_name;role_arn;external_id;account_id,
23,iac_benchmark/scenarios/terrads_0ee2a2760917,True,3.0,False,5,7,5,0,2,100.0,71.43,,aws_route53_zone_association;aws_route53_zone,1,1,0,1,1,0.0,0.0,aws_caller_identity,aws_region,28,14,14,14,0,50.0,100.0,enabled;tenant;regex_replace_chars;label_key_case;label_order;additional_tag_map;delimiter;id_length_limit;context;attributes;labels_as_tags;terragrunt_tags;label_value_case;descriptor_formats,,4,0,0,4,0,0.0,0.0,vpc_id;route53_record_fqdn;zone;route53_record_name,
24,iac_benchmark/scenarios/terrads_3e8cb545e8ce,True,3.0,False,5,6,4,1,2,80.0,66.67,aws_ecr_repository_policy,random_string;aws_ecrpublic_repository_policy,7,9,6,1,3,85.71,66.67,aws_iam_policy_document,aws_region;aws_caller_identity;aws_availability_zones,16,15,11,5,4,68.75,73.33,tags;repository_force_delete;public_repository_catalog_data;timeouts;kms_key,kms_key_arn;catalog_data;delete_timeout;force_delete,4,0,0,4,0,0.0,0.0,registry_url;arn;registry_id;repository_name,
25,iac_benchmark/scenarios/terrads_84e168b0fe71,True,3.0,False,7,11,7,0,4,100.0,63.64,,aws_route;aws_vpc_security_group_ingress_rule;aws_vpc_security_group_ingress_rule;aws_vpc_security_group_egress_rule,0,1,0,0,1,0.0,0.0,,aws_availability_zones,4,4,2,2,2,50.0,50.0,subnet_private_cidrs;subnet_public_cidrs,private_subnet_cidr;public_subnet_cidr,3,0,0,3,0,0.0,0.0,vpc_id;private_subnet_id;public_subnet_id,
26,iac_benchmark/scenarios/gh_288218eb,True,3.0,False,5,11,5,0,6,100.0,45.45,,terraform_data;aws_s3_bucket_server_side_encryption_configuration;aws_s3_bucket;aws_s3_bucket_versioning;aws_s3_bucket_public_access_block;aws_s3_bucket_policy,0,2,0,0,2,0.0,0.0,,aws_caller_identity;aws_iam_policy_document,25,25,6,19,19,24.0,24.0,tags;acm_certificate_options;acm_certificate_certificate_authority_arn;acmpca_certificate_authority_revocation_configuration;name;acm_certificate_certificate_body;acm_certificate_certificate_chain;acm_certificate_validation_method;acm_certificate_validation_timeouts;acmpca_certificate_authority_certificate_authority_configuration;acmpca_certificate_authority_permanent_deletion_time_in_days;acmpca_certificate_authority_timeouts;acmpca_certificate_authority_name;acmpca_certificate_authority_enabled;acm_certificate_validation_certificate_arn;acm_certificate_validation_record_fqdns;acm_certificate_subject_alternative_names;acm_certificate_private_key;acm_certificate_domain_name,certificate_authority_arn;ca_subject;ca_signing_algorithm;crl_enabled;validation_method;name_prefix;certificate_body;crl_expiration_in_days;permanent_deletion_time_in_days;ca_timeout;subject_alternative_names;crl_s3_bucket_name;private_key;certificate_chain;validation_timeout;certificate_transparency_logging_preference;domain_name;ca_key_algorithm;crl_custom_cname,14,0,0,14,0,0.0,0.0,aws_acm_certificate_arn;acmpca_certificate_authority_certificate;acmpca_certificate_authority_serial;acmpca_certificate_authority_not_before;acmpca_certificate_authority_certificate_signing_request;acmpca_certificate_authority_arn;aws_acm_certificate_domain_name;aws_acm_certificate_id;aws_acm_certificate_domain_validation_options;acmpca_certificate_authority_id;acmpca_certificate_authority_status;acmpca_certificate_authority_not_after;acm_certificate_validation_id;acmpca_certificate_authority_certificate_chain,
27,iac_benchmark/scenarios/terrads_54aa27d47fd9,True,3.0,False,4,4,4,0,0,100.0,100.0,,,2,2,2,0,0,100.0,100.0,,,25,24,16,9,8,64.0,66.67,tags;application_feedback;http_feedback;lambda_feedback;topic_policy_statements;override_topic_policy_documents;source_topic_policy_documents;sqs_feedback;firehose_feedback,application_feedback_config;http_feedback_config;override_policy_documents;lambda_feedback_config;firehose_feedback_config;sqs_feedback_config;source_policy_document;statements,5,0,0,5,0,0.0,0.0,topic_id;subscriptions;topic_arn;topic_owner;topic_name,
28,iac_benchmark/scenarios/terrads_7b48683a13ff,True,3.0,False,4,4,4,0,0,100.0,100.0,,,1,1,1,0,0,100.0,100.0,,,0,0,0,0,0,100.0,100.0,,,0,0,0,0,0,100.0,100.0,,
29,iac_benchmark/scenarios/terrads_e23b184d6cd1,True,3.0,False,4,6,4,0,2,100.0,66.67,,null_resource;null_resource,0,0,0,0,0,100.0,100.0,,,16,15,7,9,8,43.75,46.67,create_govcloud;aws_service_access_principals;email;name;ou_name;role_name;administrator_service_principal;ou_parent_id;make_delegated_administrator,govcloud;delegated_admin_service_principal;member_account_email;member_account_name;organizational_unit_parent_id;organizational_unit_name;delegated_admin_enabled;integrated_service_access_principals,39,0,0,39,0,0.0,0.0,master_account_arn;administrator_delegation_enabled_date;ou_accounts_arn;root_arn;ou_accounts;root_name;ou_tags_all;account_name;master_account_email;org_arn;arn;account_status;root_policy_types_status;ou_accounts_name;administrator_name;ou_arn;root_policy_types_type;account_email;ou_accounts_id;root_policy_types;administrator_email;account_arn;org_id;ou_id;administrator_joined_method;id;administrator_arn;administrator_status;administrator_joined_timestamp;master_account_id;roots;administrator_account_id;ou_accounts_email;govcloud_id;tags_all;accounts;non_master_accounts;root_id;account_id,
30,iac_benchmark/scenarios/terrads_726ca27fa34a,True,3.0,False,5,18,5,0,13,100.0,27.78,,aws_s3_bucket_logging;random_id;aws_s3_bucket_acl;aws_s3_bucket_replication_configuration;aws_s3_bucket_website_configuration;aws_s3_bucket_policy;aws_s3_bucket_lifecycle_configuration;aws_s3_bucket_accelerate_configuration;aws_s3_bucket_server_side_encryption_configuration;aws_s3_bucket_cors_configuration;aws_s3_bucket_public_access_block;aws_s3_bucket_versioning;aws_s3_bucket_object_lock_configuration,1,2,0,1,2,0.0,0.0,aws_iam_policy_document,aws_canonical_user_id;aws_partition,25,20,16,9,4,64.0,80.0,region;replication_role;logging_target_bucket;website_redirect_all;website_routing_rules;website_index_document;logging_target_prefix;object_lock_configuration;website_error_document,logging;website;object_lock;replication_role_arn,6,0,0,6,0,0.0,0.0,regional_domain_name;arn;bucket_domain_name;region;hosted_zone_id;id,
31,iac_benchmark/scenarios/terrads_25476de431a3,True,3.0,False,8,10,7,1,3,87.5,70.0,aws_iam_policy_attachment,aws_s3_bucket_server_side_encryption_configuration;aws_iam_user_policy_attachment;aws_kms_key,1,2,0,1,2,0.0,0.0,aws_region,aws_caller_identity;aws_iam_policy_document,15,9,7,8,2,46.67,77.78,image_format;zedcloud_image_name;path;aws_iam_policy;aws_iam_username;random_string_length;zedcloud_datastore_name;force_destroy,iam_username;iam_policy_name,12,0,0,12,0,0.0,0.0,s3_fqdn_path_url;s3_bucket_path;aws_access_secret;s3_image_name;aws_access_key_id;zcli_image_command_fmt;zcli_datastore_command_fmt;zcli_datastore_command;s3_bucket_name;zcli_image_command;s3_fqdn_virtual_url;s3_region_name,
